,bat,runs,balls,dismissals,avg,rpo
230,Graham Hume,7,11,,,3.82
490,Natsai M'shangwe,7,8,1.0,7.0,5.25
661,Steve Tikolo,7,6,,,7.0
334,Justin Greaves,7,8,,,5.25
508,Nuwan Pradeep,6,1,,,36.0
165,David Wiese,6,2,1.0,6.0,18.0
269,Innocent Kaia,6,4,,,9.0
484,Nasir Jamal,6,3,,,12.0
523,Peter Moor,6,5,,,7.2
147,Craig Young,6,6,2.0,3.0,6.0
418,Matheesha Pathirana,6,19,1.0,6.0,1.89
542,Ramnaresh Sarwan,6,4,,,9.0
724,Tristan Stubbs,6,10,1.0,6.0,3.6
379,Lahiru Madushanka,6,8,1.0,6.0,4.5
745,Waqas Barkat,6,4,,,9.0
26,Ajmal Shahzad,6,2,,,18.0
272,Ish Sodhi,6,3,,,12.0
202,Fabian Allen,6,7,,,5.14
606,Saurabh Tiwary,6,1,,,36.0
200,Ethan D'Souza,6,3,,,12.0
375,Kyle Jamieson,6,3,,,12.0
169,Dean Brownlie,6,8,,,4.5
238,Haider Ali,5,5,,,6.0
294,Jaskaran Malhotra,5,4,,,7.5
305,Jermaine Blackwood,5,5,1.0,5.0,6.0
652,Skhawat Ali,5,2,,,15.0
14,Adeel Shafique,5,6,,,5.0
758,Yasir Shah,5,8,1.0,5.0,3.75
148,Curtis Campher,5,7,2.0,2.5,4.29
94,Bernard Scholtz,5,2,,,15.0
77,Asif Khan,5,8,,,3.75
474,Mujeeb Ur Rahman,5,6,2.0,2.5,5.0
487,Nathan Coulter-Nile,5,10,2.0,2.5,3.0
686,Tanzim Hasan Sakib,5,6,,,5.0
129,Chris Morris,5,9,,,3.33
131,Christopher Carter,5,2,,,15.0
696,Tilak Varma,5,6,,,5.0
498,Nicholas Kirton,5,6,,,5.0
519,Peter Borren,5,6,1.0,5.0,5.0
492,Navneet Dhaliwal,5,15,1.0,5.0,2.0
31,Alei Nao,5,3,,,10.0
235,Gurkeerat Singh Mann,5,6,1.0,5.0,5.0
670,Sundeep Jora,5,7,1.0,5.0,4.29
251,Hasan Mahmud,4,12,1.0,4.0,2.0
246,Harrison Carlyon,4,1,,,24.0
316,John Davison,4,1,,,24.0
630,Shan Masood,4,2,,,12.0
725,Tyson Gordon,4,6,1.0,4.0,4.0
762,Yuzvendra Chahal,4,7,1.0,4.0,3.43
763,Zaheer Khan,4,5,1.0,4.0,4.8
28,Alasdair Evans,4,2,,,12.0
653,Sohag Gazi,4,1,,,24.0
518,Pawan Sarraf,4,1,,,24.0
98,Binod Bhandari,4,2,,,12.0
241,Hammad Azam,4,5,1.0,4.0,4.8
109,CP Rizwan,4,6,,,4.0
295,Jason Behrendorff,4,2,,,12.0
364,Kjorn Ottley,4,1,,,24.0
38,Alishan Sharafu,4,3,,,8.0
479,Naeem Islam,4,4,,,6.0
338,Kamindu Mendis,4,1,,,24.0
188,Duncan Allan,4,1,,,24.0
476,Musa Ahmad,4,3,,,8.0
233,Gulbadin Naib,4,2,,,12.0
459,Mohammad Naveed,4,5,1.0,4.0,4.8
377,Kyle Verreynne,4,6,,,4.0
706,Tinashe Panyangara,4,8,1.0,4.0,3.0
180,Dilshan Madushanka,4,2,,,12.0
281,Jake Fraser-McGurk,4,1,,,24.0
444,Misbah-ul-Haq,4,5,,,4.8
440,Michael Yardy,4,8,1.0,4.0,3.0
19,Afsar Zazai,4,7,,,3.43
756,Xavier Marshall,3,5,1.0,3.0,3.6
3,Aaron Hardie,3,5,1.0,3.0,3.6
5,Aaron Jones,3,6,,,3.0
101,Brad Evans,3,3,,,6.0
340,Kane Richardson,3,3,,,6.0
168,Dawlat Zadran,3,3,1.0,3.0,6.0
319,John Simpson,3,12,1.0,3.0,1.5
512,Parth Desai,3,7,,,2.57
466,Moises Henriques,3,3,,,6.0
125,Cheteshwar Pujara,3,2,,,9.0
314,Johan Botha,3,4,,,4.5
56,Andy McKay,3,2,,,9.0
93,Ben Wheeler,3,2,,,9.0
438,Michael Neser,3,11,1.0,3.0,1.64
578,Rustam Bhatti,3,4,,,4.5
284,James Hall,3,1,,,18.0
423,Matthew Potts,3,3,,,6.0
614,Seren Waters,3,4,,,4.5
550,Reece Topley,2,8,,,1.5
549,Ray Price,2,7,1.0,2.0,1.71
729,Umran Malik,2,5,,,2.4
543,Rangana Herath,2,3,,,4.0
642,Shoaib Khan,2,4,1.0,2.0,3.0
527,Piyush Chawla,2,4,1.0,2.0,3.0
107,Brett Lee,2,2,,,6.0
196,Ehsan Khan,2,3,,,4.0
223,Gerald Coetzee,2,5,2.0,1.0,2.4
714,Tom Sole,2,1,,,12.0
447,Mitchell McClenaghan,2,1,,,12.0
225,Ghulam Shabber,2,6,1.0,2.0,2.0
700,Tim Murtagh,2,2,,,6.0
728,Umesh Yadav,2,11,1.0,2.0,1.09
637,Sheldon Cottrell,2,6,,,2.0
574,Roston Chase,2,4,,,3.0
213,Gajanand Singh,2,1,,,12.0
768,Ziaur Rahman,2,7,2.0,1.0,1.71
257,Herschelle Gibbs,2,9,1.0,2.0,1.33
767,Zeeshan Maqsood,2,2,,,6.0
755,Xavier Doherty,2,3,,,4.0
309,Jimmy Hansra,2,7,1.0,2.0,1.71
709,Tom Blundell,1,2,1.0,1.0,3.0
632,Sharad Vesawkar,1,6,,,1.0
378,Lahiru Kumara,1,8,1.0,1.0,0.75
494,Nazimuddin,1,2,,,3.0
274,Ishant Sharma,1,4,1.0,1.0,1.5
478,Mustafizur Rahman,1,2,,,3.0
641,Shivnarine Chanderpaul,1,5,,,1.2
331,Joshua Da Silva,1,1,,,6.0
386,Leon Johnson,1,7,1.0,1.0,0.86
9,Abdur Rehman,1,1,,,6.0
396,Lovepreet Singh,1,3,1.0,1.0,2.0
649,Simi Singh,1,1,1.0,1.0,6.0
151,Dale Steyn,1,1,,,6.0
152,Dan Christian,1,1,,,6.0
154,Daniel ter Braak,1,1,,,6.0
209,Fazalhaq Farooqi,1,5,2.0,0.5,1.2
506,Norman Vanua,1,2,1.0,1.0,3.0
510,Ollie Hairs,1,2,,,3.0
99,Bjorn Fortuin,1,2,1.0,1.0,3.0
676,Swapnil Patil,1,5,,,1.2
336,Kabua Morea,1,2,1.0,1.0,3.0
678,Tabraiz Shamsi,1,12,2.0,0.5,0.5
567,Roelof van der Merwe,1,1,,,6.0
234,Gulsan Jha,1,1,,,6.0
329,Josh Little,1,1,,,6.0
627,Shamim Hossain,1,1,1.0,1.0,6.0
325,Josh Clarkson,1,1,1.0,1.0,6.0
97,Billy Stanlake,1,2,,,3.0
356,Khurram Chohan,1,2,1.0,1.0,3.0
313,Jofra Archer,1,2,1.0,1.0,3.0
352,Keshav Maharaj,1,1,,,6.0
187,Doug Bracewell,1,2,1.0,1.0,3.0
100,Blair Tickner,1,3,,,2.0
292,Janith Liyanage,0,1,,,0.0
181,Dilshan Munaweera,0,2,,,0.0
249,Harvir Baidwan,0,2,1.0,0.0,0.0
1,Aarif Sheikh,0,3,,,0.0
731,Usama Mir,0,3,1.0,0.0,0.0
244,Haris Rauf,0,1,,,0.0
401,Maheesh Theekshana,0,4,1.0,0.0,0.0
350,Keegan Meth,0,2,1.0,0.0,0.0
330,Josh Philippe,0,1,,,0.0
288,James Tredwell,0,1,1.0,0.0,0.0
735,Usman Mushtaq,0,3,,,0.0
170,Dean Elgar,0,1,,,0.0
306,Jerome Taylor,0,3,1.0,0.0,0.0
304,Jeevan Mendis,0,3,,,0.0
277,Jacob Duffy,0,2,1.0,0.0,0.0
727,Umar Gul,0,1,,,0.0
571,Romario Shepherd,0,1,1.0,0.0,0.0
577,Runako Morton,0,2,,,0.0
583,Ryan Murray,0,0,,,
76,Asif Iqbal,0,2,,,0.0
593,Saiteja Mukkamalla,0,4,,,0.0
599,Sandeep Jyoti,0,4,1.0,0.0,0.0
608,Scott McKechnie,0,1,,,0.0
64,Arjun Saud,0,5,,,0.0
613,Semo Kamea,0,1,,,0.0
42,Amila Aponso,0,2,1.0,0.0,0.0
616,Shabir Noori,0,2,,,0.0
628,Shaminda Eranga,0,1,,,0.0
240,Hamish Gardiner,0,0,,,
656,Sompal Kami,0,2,,,0.0
636,Shehan Jayasuriya,0,2,1.0,0.0,0.0
638,Shevon Daniel,0,5,,,0.0
650,Simon Atai,0,1,,,0.0
648,Simandeep Singh,0,7,1.0,0.0,0.0
572,Rony Talukdar,0,3,,,0.0
84,BJ Watling,0,8,,,0.0
424,Matthew Short,0,3,1.0,0.0,0.0
680,Tafadzwa Kamungozi,0,1,,,0.0
431,Michael Carberry,0,4,1.0,0.0,0.0
133,Clayton Floyd,0,1,,,0.0
23,Aizaz Khan,0,1,,,0.0
452,Mohammad Boota,0,2,,,0.0
715,Tom de Grooth,0,1,,,0.0
454,Mohammad Irfan,0,6,,,0.0
118,Chadwick Walton,0,4,1.0,0.0,0.0
704,Timycen Maruma,0,4,,,0.0
496,Neil Kruger,0,3,,,0.0
113,Cameron White,0,7,,,0.0
242,Harbhajan Singh,0,5,2.0,0.0,0.0
695,Thomas Odoyo,0,2,1.0,0.0,0.0
528,Prabath Jayasuriya,0,0,,,
529,Prasidh Krishna,0,3,1.0,0.0,0.0
215,Gary Ballance,0,2,,,0.0
553,Riaz Hassan,0,1,1.0,0.0,0.0
232,Greg Lamb,0,1,,,0.0
509,Nuwanidu Fernando,0,3,,,0.0
