,bat,runs,balls,dismissals,avg,rpo
1134,Saqib Zulfiqar,68,68,1.0,68.0,6.0
661,Kaushalya Weeraratne,68,75,3.0,22.67,5.44
503,Ian Bradshaw,68,91,9.0,7.56,4.48
805,Mehrab Hossain jnr,67,131,3.0,22.33,3.07
868,Moises Henriques,67,84,6.0,11.17,4.79
818,Michael Swart,66,92,2.0,33.0,4.3
1126,Sanchit Sharma,66,63,2.0,33.0,6.29
1157,Shafiqullah,66,40,1.0,66.0,9.9
1402,Yasir Shah,66,76,4.0,16.5,5.21
1286,Taskin Ahmed,65,83,9.0,7.22,4.7
993,Pikky Ya France,65,38,1.0,65.0,10.26
1323,Todd Astle,64,58,1.0,64.0,6.62
103,Anil Sah,64,73,2.0,32.0,5.26
161,Ben Cooper,64,64,2.0,32.0,6.0
992,Pieter Seelaar,64,61,8.0,8.0,6.3
814,Michael Lumb,64,60,1.0,64.0,6.4
1057,Richmond Mutumbami,64,64,3.0,21.33,6.0
913,Navdeep Saini,63,82,2.0,31.5,4.61
331,Devon Thomas,63,71,5.0,12.6,5.32
648,Karan KC,63,41,3.0,21.0,9.22
230,Charlie Tear,62,77,,,4.83
951,Nuwanidu Fernando,62,62,2.0,31.0,6.0
350,Divan la Cock,62,61,2.0,31.0,6.1
471,Haris Rauf,62,62,3.0,20.67,6.0
45,Aizaz Khan,62,52,3.0,20.67,7.15
646,Kane Richardson,62,43,2.0,31.0,8.65
1176,Shane Bond,62,52,3.0,20.67,7.15
1365,Vernon Philander,61,85,9.0,6.78,4.31
409,Freddie Coleman,61,82,2.0,30.5,4.46
588,Jeremy Bray,61,64,2.0,30.5,5.72
279,Dale Richards,61,76,2.0,30.5,4.82
1121,Sam Hain,61,59,,,6.2
1295,Terry Duffin,60,81,1.0,60.0,4.44
407,Fraser Watts,60,65,2.0,30.0,5.54
1008,Qaiser Ali,60,41,,,8.78
1340,Trent Boult,60,45,6.0,10.0,8.0
829,Mirwais Ashraf,59,37,4.0,14.75,9.57
777,Mark Cosgrove,59,53,3.0,19.67,6.68
1257,Suraj Kumar,59,61,3.0,19.67,5.8
186,Brad Evans,59,56,5.0,11.8,6.32
753,Mahbubul Alam,59,43,1.0,59.0,8.23
642,Kamindu Mendis,59,77,2.0,29.5,4.6
516,Imran Tahir,59,83,5.0,11.8,4.27
862,Mohammad Wasim,59,53,5.0,11.8,6.68
605,John Anderson,58,62,2.0,29.0,5.61
117,Aryan Dutt,58,75,3.0,19.33,4.64
1040,Rawl Lewis,58,44,2.0,29.0,7.91
1275,Takudzwanashe Kaitano,57,56,3.0,19.0,6.11
595,Jimmy Hansra,57,70,3.0,19.0,4.89
833,Mitchell McClenaghan,57,61,4.0,14.25,5.61
477,Harsh Thaker,56,88,3.0,18.67,3.82
640,Kaleemullah,56,37,3.0,18.67,9.08
193,Brendan Nash,56,75,1.0,56.0,4.48
448,Greg Lamb,56,67,3.0,18.67,5.01
134,Ashton Turner,56,59,3.0,18.67,5.69
625,Josh Little,56,49,4.0,14.0,6.86
368,Dylan Budge,56,43,2.0,28.0,7.81
295,Daren Powell,55,51,6.0,9.17,6.47
575,Jasprit Bumrah,55,77,6.0,9.17,4.29
1246,Stuart Poynter,55,71,5.0,11.0,4.65
77,Amjad Javed,55,43,4.0,13.75,7.67
916,Navneet Dhaliwal,54,80,2.0,27.0,4.05
811,Michael Jones,54,63,3.0,18.0,5.14
1064,Rishad Hossain,54,22,1.0,54.0,14.73
858,Mohammad Sami,54,55,4.0,13.5,5.89
666,Keith Dabengwa,54,45,5.0,10.8,7.2
1152,Seren Waters,53,70,1.0,53.0,4.54
1398,Yasir Ali,52,48,2.0,26.0,6.5
1085,Rubel Hossain,52,80,7.0,7.43,3.9
66,Ali Naseer,52,56,3.0,17.33,5.57
1111,Saeed Ajmal,52,57,9.0,5.78,5.47
937,Nitish Kumar,52,50,,,6.24
24,Adam Bacher,51,53,1.0,51.0,5.77
1030,Rangana Herath,51,56,6.0,8.5,5.46
1129,Sandeep Lamichhane,51,39,6.0,8.5,7.85
767,Malinga Bandara,50,62,4.0,12.5,4.84
216,Chad Bowes,50,54,1.0,50.0,5.56
33,Adrian Barath,50,40,3.0,16.67,7.5
1389,Wiaan Mulder,50,58,3.0,16.67,5.17
707,Kyle Abbott,49,71,4.0,12.25,4.14
177,Bilawal Bhatti,49,39,3.0,16.33,7.54
165,Ben McDermott,49,44,1.0,49.0,6.68
363,Dushmantha Chameera,49,86,11.0,4.45,3.42
968,Patrick Browne,49,66,,,4.45
1191,Shawn Findlay,49,45,3.0,16.33,6.53
36,Afsar Zazai,48,66,1.0,48.0,4.36
742,Loots Bosman,48,50,,,5.76
934,Nikolaas Davin,48,37,2.0,24.0,7.78
1251,Sulieman Benn,47,67,8.0,5.88,4.21
845,Mohammad Hasnain,47,27,1.0,47.0,10.44
1193,Shehan Jayasuriya,47,50,4.0,11.75,5.64
508,Iftikhar Anjum,47,50,3.0,15.67,5.64
473,Harrison Carlyon,47,35,1.0,47.0,8.06
183,Blessing Muzarabani,47,54,4.0,11.75,5.22
217,Chad Soper,47,62,2.0,23.5,4.55
328,Devendra Bishoo,46,49,2.0,23.0,5.63
94,Andrew White,46,71,6.0,7.67,3.89
1367,Vijay Shankar,46,41,2.0,23.0,6.73
1354,Usman Ghani,46,71,3.0,15.33,3.89
1348,Umar Bhatti,46,64,3.0,15.33,4.31
947,Nurul Hasan,45,39,,,6.92
1370,Vinay Kumar,45,36,3.0,15.0,7.5
912,Navdeep Poonia,45,44,2.0,22.5,6.14
1283,Tanzim Hasan Sakib,45,52,2.0,22.5,5.19
549,James Marshall,45,73,2.0,22.5,3.7
339,Dilruwan Perera,45,49,4.0,11.25,5.51
1293,Tendai Chatara,45,76,6.0,7.5,3.55
1013,Raees Ahmadzai,45,50,1.0,45.0,5.4
731,Liam Dawson,45,55,4.0,11.25,4.91
1247,Stuart Thompson,45,50,5.0,9.0,5.4
525,Irving Romaine,45,57,2.0,22.5,4.74
336,Dilhara Fernando,45,57,2.0,22.5,4.74
1093,Ruvindu Gunasekera,44,55,,,4.8
594,Jhye Richardson,44,42,3.0,14.67,6.29
301,Darron Reekers,44,49,5.0,8.8,5.39
481,Haseeb Amjad,43,20,2.0,21.5,12.9
89,Andrew Hall,43,56,1.0,43.0,4.61
1155,Shabir Noori,43,48,3.0,14.33,5.38
286,Daniel Flynn,43,54,4.0,10.75,4.78
149,Azhar Mahmood,43,39,,,6.62
1122,Sami Aslam,43,52,2.0,21.5,4.96
1139,Saurabh Tiwary,43,55,,,4.69
372,Edgar Schiferli,43,24,3.0,14.33,10.75
1231,Stephen Doheny,42,38,2.0,21.0,6.63
697,Krishna Chandran,42,61,1.0,42.0,4.13
321,Dean Minors,42,53,2.0,21.0,4.75
889,Mustafizur Rahman,42,60,9.0,4.67,4.2
655,Karun Jethi,42,30,1.0,42.0,8.4
569,Jason Gillespie,42,30,2.0,21.0,8.4
1315,Timycen Maruma,42,38,3.0,14.0,6.63
463,Hamish Gardiner,42,30,,,8.4
168,Ben Wheeler,42,34,,,7.41
603,Johan van der Wath,41,23,1.0,41.0,10.7
652,Karl Birkenstock,41,51,3.0,13.67,4.82
1114,Sai Sudharsan,41,40,,,6.15
762,Mal Loye,41,33,2.0,20.5,7.45
596,Jimmy Kamande,41,46,3.0,13.67,5.35
754,Mahedi Hasan,41,46,2.0,20.5,5.35
1252,Sundeep Jora,41,42,3.0,13.67,5.86
1208,Shreyas Movva,41,54,2.0,20.5,4.56
619,Jonty Jenner,41,54,2.0,20.5,4.56
1092,Ruturaj Gaikwad,40,54,1.0,40.0,4.44
16,Abdul Shakoor,40,64,1.0,40.0,3.75
924,Neil McKenzie,40,55,2.0,20.0,4.36
739,Lockie Ferguson,40,72,5.0,8.0,3.33
20,Abhimanyu Mithun,40,31,2.0,20.0,7.74
730,Lewis Gregory,40,47,1.0,40.0,5.11
337,Dilhara Lokuhettige,40,34,3.0,13.33,7.06
591,Jeroen Smits,39,36,,,6.5
1412,Zak Crawley,39,45,2.0,19.5,5.2
1421,Zubin Surkari,39,82,3.0,13.0,2.85
478,Harvir Baidwan,39,47,,,4.98
1062,Rinku Singh,38,27,1.0,38.0,8.44
1004,Prithvi Shaw,38,29,3.0,12.67,7.86
689,Kinchit Shah,38,46,2.0,19.0,4.96
680,Khary Pierre,38,43,2.0,19.0,5.3
1356,Usman Limbada,38,51,3.0,12.67,4.47
1385,Wellington Masakadza,38,71,6.0,6.33,3.21
1194,Sheldon Cottrell,38,59,4.0,9.5,3.86
1218,Sohag Gazi,38,49,4.0,9.5,4.65
682,Khaya Zondo,38,45,,,5.07
550,James McCollum,38,42,1.0,38.0,5.43
129,Ashish Nehra,37,57,5.0,7.4,3.89
112,Arafat Sunny,37,61,1.0,37.0,3.64
1116,Sajid Mahmood,37,33,4.0,9.25,6.73
140,Atse Buurman,37,47,2.0,18.5,4.72
817,Michael Rippon,37,30,1.0,37.0,7.4
709,Kyle Hope,37,43,1.0,37.0,5.16
802,Max Sorensen,37,26,1.0,37.0,8.54
659,Kasun Rajitha,36,55,4.0,9.0,3.93
247,Chris Sole,36,30,5.0,7.2,7.2
1390,Will Jacks,36,51,4.0,9.0,4.24
1258,Suraj Randiv,36,43,6.0,6.0,5.02
1132,Saqib Ali,36,50,,,4.32
1055,Richard Ngarava,36,28,4.0,9.0,7.71
529,Isuru Udana,36,56,5.0,7.2,3.86
1041,Ray Price,36,32,2.0,18.0,6.75
326,Desmond Chumney,36,38,1.0,36.0,5.68
1210,Shuvagata Hom,35,40,,,5.25
683,Khurram Chohan,35,30,2.0,17.5,7.0
1334,Tony Munyonga,35,28,,,7.5
271,Craig Overton,35,39,2.0,17.5,5.38
838,Mohammad Aadil Alam,35,23,1.0,35.0,9.13
1192,Shayan Jahangir,35,28,2.0,17.5,7.5
307,David Bernard,35,42,,,5.0
606,John Blain,35,40,1.0,35.0,5.25
622,Josh Hazlewood,35,38,2.0,17.5,5.53
393,Farhad Reza,35,47,2.0,17.5,4.47
855,Mohammad Rafique,34,47,2.0,17.0,4.34
120,Asa Tribe,34,28,,,7.29
654,Karthik Meiyappan,34,57,4.0,8.5,3.58
346,Dinesh Mongia,34,41,2.0,17.0,4.98
859,Mohammad Sanuth,33,23,1.0,33.0,8.61
616,Jonathan Figy,33,47,1.0,33.0,4.21
630,Junaid Siddique,33,26,2.0,16.5,7.62
1347,Umar Amin,33,38,2.0,16.5,5.21
930,Nicky Boje,33,20,1.0,33.0,9.9
864,Mohammed Qasim,33,75,,,2.64
1026,Ramesh David,33,83,1.0,33.0,2.39
726,Laxman Sreekumar,32,43,3.0,10.67,4.47
1229,Stephan Baard,32,30,1.0,32.0,6.4
597,Joe Burns,32,42,3.0,10.67,4.57
749,Lungi Ngidi,32,49,3.0,10.67,3.92
973,Paul van Meekeren,32,35,2.0,16.0,5.49
903,Nasum Ahmed,32,46,3.0,10.67,4.17
1419,Ziaur Rahman,32,24,3.0,10.67,8.0
624,Josh Lawrenson,32,21,1.0,32.0,9.14
285,Dane Cleaver,32,37,1.0,32.0,5.19
920,Nehemiah Odhiambo,32,31,2.0,16.0,6.19
8,Aaron Phangiso,32,41,5.0,6.4,4.68
93,Andrew Tye,31,22,3.0,10.33,8.45
1321,Tobias Visee,31,21,1.0,31.0,8.86
1028,Ramesh Powar,31,59,4.0,7.75,3.15
1053,Riaz Hassan,31,31,1.0,31.0,6.0
504,Ian Butler,31,39,1.0,31.0,4.77
614,Jon Lewis,31,32,2.0,15.5,5.81
685,Khurram Manzoor,31,53,2.0,15.5,3.51
554,James Tredwell,31,33,1.0,31.0,5.64
261,Colin Smith,31,39,2.0,15.5,4.77
718,Lahiru Kumara,31,59,3.0,10.33,3.15
87,Andrew Ellis,30,26,1.0,30.0,6.92
1332,Tom de Grooth,30,57,1.0,30.0,3.16
1138,Saurabh Netravalkar,30,26,3.0,10.0,6.92
587,Jekon Edness,30,36,,,5.0
1394,Xavier Doherty,30,57,1.0,30.0,3.16
1068,Rob Taylor,30,25,2.0,15.0,7.2
264,Con de Lange,29,45,1.0,29.0,3.87
502,Ian Blackwell,29,26,1.0,29.0,6.69
1050,Rehan Ahmed,29,24,2.0,14.5,7.25
459,Haider Ali,29,25,2.0,14.5,6.96
852,Mohammad Naim,29,43,2.0,14.5,4.05
246,Chris Read,29,33,2.0,14.5,5.27
1308,Tim Murtagh,29,36,5.0,5.8,4.83
282,Damodar Daesrath,28,23,1.0,28.0,7.3
521,Irfan Ahmed,28,27,1.0,28.0,6.22
644,Kamran Hussain,28,21,,,8.0
931,Nigel Jones,28,26,1.0,28.0,6.46
249,Chris Tremlett,28,23,1.0,28.0,7.3
982,Peter McGlashan,28,21,1.0,28.0,8.0
1135,Saqlain Haider,28,31,2.0,14.0,5.42
761,Makhaya Ntini,28,39,4.0,7.0,4.31
636,Kabir Ali,27,26,3.0,9.0,6.23
238,Chris Douglas,27,48,,,3.38
1145,Scott McKechnie,27,33,1.0,27.0,4.91
1027,Ramesh Mendis,27,26,1.0,27.0,6.23
1265,Sybrand Engelbrecht,27,76,,,2.13
389,Faiz Fazal,27,17,,,9.53
1236,Steven Finn,27,40,4.0,6.75,4.05
915,Naveen-ul-Haq,26,23,1.0,26.0,6.78
348,Dion Myers,26,42,2.0,13.0,3.71
760,Majid Haq,26,26,1.0,26.0,6.0
19,Abdur Rehman,26,29,4.0,6.5,5.38
798,Matthew Short,26,36,1.0,26.0,4.33
710,Kyle Jamieson,26,16,1.0,26.0,9.75
662,Kavem Hodge,26,29,2.0,13.0,5.38
813,Michael Levitt,26,23,1.0,26.0,6.78
1244,Stuart Clark,26,31,,,5.03
741,Lonwabo Tsotsobe,26,39,3.0,8.67,4.0
1227,Sreesanth,26,67,5.0,5.2,2.33
1196,Sherfane Rutherford,26,31,3.0,8.67,5.03
447,Grant Flower,25,30,1.0,25.0,5.0
13,Abdul Jabbar,25,21,1.0,25.0,7.14
362,Dushan Hemantha,25,20,1.0,25.0,7.5
676,Khaled Mashud,25,37,2.0,12.5,4.05
443,Graham Hume,25,24,,,6.25
434,Glenn Blakeney,25,28,1.0,25.0,5.36
1140,Sayed Shirzad,25,17,1.0,25.0,8.82
803,Mayank Agarwal,25,24,1.0,25.0,6.25
1423,Zulqarnain Haider,25,30,1.0,25.0,5.0
885,Murali Kartik,24,24,2.0,12.0,6.0
31,Adnan Akmal,24,33,,,4.36
1363,Venkatesh Iyer,24,40,2.0,12.0,3.6
422,Geoff Barnett,24,57,5.0,4.8,2.53
5,Aaron Hardie,24,33,1.0,24.0,4.36
102,Anil Kumble,24,30,2.0,12.0,4.8
918,Nazimuddin,24,25,1.0,24.0,5.76
55,Alasdair Evans,24,35,4.0,6.0,4.11
53,Akshay Homraj,24,20,1.0,24.0,7.2
1009,Qasim Sheikh,24,34,1.0,24.0,4.24
1294,Tendai Chisoro,23,28,2.0,11.5,4.93
105,Anrich Nortje,23,37,3.0,7.67,3.73
1353,Usama Mir,23,16,3.0,7.67,8.62
484,Hasti Gul,23,11,,,12.55
844,Mohammad Haris,23,14,1.0,23.0,9.86
1342,Trevin Bastiampillai,23,17,2.0,11.5,8.12
1222,Sohrawordi Shuvo,23,21,,,6.57
604,Johann Louw,23,7,1.0,23.0,19.71
1105,Saad Nasim,22,28,2.0,11.0,4.71
59,Alei Nao,22,16,1.0,22.0,8.25
114,Arshad Ali,22,29,,,4.55
799,Matthew Spoors,22,34,2.0,11.0,3.88
721,Lakshan Sandakan,22,65,7.0,3.14,2.03
711,Kyle Jarvis,22,20,4.0,5.5,6.6
1311,Tim Seifert,22,17,1.0,22.0,7.76
1397,Yannic Cariah,22,47,4.0,5.5,2.81
1317,Tinashe Panyangara,22,27,4.0,5.5,4.89
1179,Shane Snater,21,13,1.0,21.0,9.69
929,Nick Greenwood,21,22,1.0,21.0,5.73
1046,Reece Topley,21,24,2.0,10.5,5.25
438,Gordon Drummond,21,18,2.0,10.5,7.0
1054,Ricardo Powell,21,30,2.0,10.5,4.2
985,Peter Siddle,21,19,3.0,7.0,6.63
398,Fayyaz Butt,21,20,2.0,10.5,6.3
119,Aryansh Sharma,21,17,1.0,21.0,7.41
582,Jeetan Patel,21,20,1.0,21.0,6.3
1158,Shafiul Islam,21,33,5.0,4.2,3.82
1264,Swapnil Patil,21,26,3.0,7.0,4.85
251,Christopher Carter,21,12,,,10.5
227,Charl Langeveldt,20,23,3.0,6.67,5.22
378,Elmore Hutchinson,20,9,1.0,20.0,13.33
225,Chandrapaul Hemraj,20,15,,,8.0
352,Dolar Mahmud,20,9,1.0,20.0,13.33
116,Arvind Kandappah,20,31,,,3.87
1203,Shoaib Akhtar,20,35,6.0,3.33,3.43
1344,Uday Bhagwan,20,15,,,8.0
1006,Pruthvikumar Machhi,20,22,1.0,20.0,5.45
909,Nathan Lyon,20,24,2.0,10.0,5.0
1113,Sahan Arachchige,20,33,2.0,10.0,3.64
48,Ajit Agarkar,19,37,4.0,4.75,3.08
374,Ehsan Khan,19,19,1.0,19.0,6.0
196,Brenton Parchment,19,17,1.0,19.0,6.71
1183,Sharafuddin Ashraf,19,36,3.0,6.33,3.17
695,Kosala Kulasekara,19,20,1.0,19.0,5.7
1415,Zawar Farid,19,19,,,6.0
338,Dilpreet Bajwa,19,20,1.0,19.0,5.7
97,Andy Blignaut,19,13,1.0,19.0,8.77
713,Kyle McCallan,19,17,,,6.71
940,Nkrumah Bonner,19,20,1.0,19.0,5.7
641,Kamal Airee,18,15,,,7.2
1271,Tadiwanashe Marumani,18,22,1.0,18.0,4.91
974,Pawan Sarraf,18,19,3.0,6.0,5.68
1378,Waheed Ahmed,18,10,,,10.8
163,Ben Hilfenhaus,18,21,1.0,18.0,5.14
528,Ishant Sharma,18,41,6.0,3.0,2.63
215,Cephas Zhuwao,18,23,2.0,9.0,4.7
424,George Codrington,18,15,1.0,18.0,7.2
1171,Shamim Hossain,18,12,1.0,18.0,9.0
335,Dhiman Ghosh,18,12,,,9.0
130,Ashley Giles,18,11,2.0,9.0,9.82
1096,Ryan Klein,17,22,3.0,5.67,4.64
612,John Simpson,17,19,1.0,17.0,5.37
456,Gus Atkinson,17,14,1.0,17.0,7.29
391,Fareed Ahmad,17,11,1.0,17.0,9.27
585,Jeffrey Vandersay,17,34,3.0,5.67,3.0
1274,Taijul Islam,17,14,3.0,5.67,7.29
468,Hamza Tariq,17,22,2.0,8.5,4.64
304,Daryn Dupavillon,17,10,1.0,17.0,10.2
79,Anderson Cummins,17,19,1.0,17.0,5.37
232,Chaturanga de Silva,17,23,2.0,8.5,4.43
1380,Waqas Barkat,17,26,1.0,17.0,3.92
893,Nafees Iqbal,17,17,1.0,17.0,6.0
408,Fred Klaassen,17,16,1.0,17.0,6.38
450,Gregory Strydom,16,13,1.0,16.0,7.38
1206,Shoriful Islam,16,19,2.0,8.0,5.05
401,Fidel Edwards,16,23,1.0,16.0,4.17
1011,RP Singh,16,19,2.0,8.0,5.05
1166,Shahzaib Hasan,16,14,1.0,16.0,6.86
9,Aaron Redmond,16,18,2.0,8.0,5.33
170,Bernard Scholtz,16,28,3.0,5.33,3.43
669,Kenny Carroll,16,19,,,5.05
492,Henry Shipley,16,29,4.0,4.0,3.31
601,Jofra Archer,16,18,1.0,16.0,5.33
925,Nestor Dhamba,16,11,2.0,8.0,8.73
632,Justin Greaves,16,26,1.0,16.0,3.69
994,Piyush Chawla,16,18,3.0,5.33,5.33
1,Aamer Yamin,15,12,,,7.5
1104,Saad Bin Zafar,15,18,2.0,7.5,5.0
678,Khalid Latif,15,15,1.0,15.0,6.0
696,Kraigg Brathwaite,15,35,1.0,15.0,2.57
1407,Yuzvendra Chahal,15,25,4.0,3.75,3.6
1043,Raymon Reifer,15,30,1.0,15.0,3.0
1331,Tom Sole,15,11,3.0,5.0,8.18
185,Boyd Rankin,15,18,2.0,7.5,5.0
871,Moneeb Iqbal,15,25,1.0,15.0,3.6
534,Jacob Mulder,15,11,,,8.18
977,Peter Chase,15,25,4.0,3.75,3.6
1237,Steven Outerbridge,15,26,1.0,15.0,3.46
1014,Ragheb Aga,15,19,1.0,15.0,4.74
433,Glen Chapple,14,7,1.0,14.0,12.0
143,Avesh Khan,14,20,2.0,7.0,4.2
1172,Shaminda Eranga,14,18,1.0,14.0,4.67
155,Barney Rogers,14,13,,,6.46
1316,Tinashe Kamunhukamwe,14,13,2.0,7.0,6.46
452,Gulam Bodi,14,10,1.0,14.0,8.4
125,Ashen Bandara,14,11,,,7.64
351,Dogodo Bau,14,22,1.0,14.0,3.82
571,Jason Kila,14,13,,,6.46
568,Jason Behrendorff,14,8,,,10.5
1020,Rahul Jariwala,14,27,2.0,7.0,3.11
757,Mahela Udawatte,14,15,,,5.6
763,Malan Kruger,14,17,,,4.94
1177,Shane Getkate,13,7,,,11.14
341,Dilshan Munaweera,13,13,1.0,13.0,6.0
1162,Shahid Ahmadzai,13,17,1.0,13.0,4.59
75,Amit Mishra,13,15,3.0,4.33,5.2
1420,Zubayr Hamza,13,24,1.0,13.0,3.25
1277,Tangeni Lungameni,13,17,,,4.59
1018,Rahul Chahar,13,25,1.0,13.0,3.12
693,Kithuruwan Vithanage,13,9,,,8.67
1045,Raza-ur-Rehman,13,12,1.0,13.0,6.5
899,Nasir Aziz,13,20,,,3.9
759,Mahuru Dai,13,27,2.0,6.5,2.89
879,Muhammad Jawadullah,13,7,,,11.14
293,Danza Hyatt,13,13,1.0,13.0,6.0
266,Corey Collymore,13,16,3.0,4.33,4.88
629,Junaid Khan,13,19,5.0,2.6,4.11
794,Matthew Forde,13,16,,,4.88
907,Nathan Ellis,12,14,,,5.14
49,Ajmal Shahzad,12,12,1.0,12.0,6.0
637,Kabua Morea,12,15,1.0,12.0,4.8
200,Brian Chari,12,13,,,5.54
181,Blair Tickner,12,15,1.0,12.0,4.8
626,Josh Philippe,12,5,,,14.4
1233,Steve Harmison,12,14,3.0,4.0,5.14
751,Luuk van Troost,12,17,1.0,12.0,4.24
290,Danish Aziz,12,20,2.0,6.0,3.6
724,Lameck Onyango,12,5,,,14.4
1278,Tanish Suri,12,8,1.0,12.0,9.0
43,Ahsan Malik,11,16,,,4.12
1144,Scott Kuggeleijn,11,6,,,11.0
1187,Shaun Fouché,11,8,1.0,11.0,8.25
1267,Syed Saad Ali,11,23,2.0,5.5,2.87
842,Mohammad Boota,11,14,1.0,11.0,4.71
1190,Shaun Tait,11,11,2.0,5.5,6.0
1103,S Badrinath,11,13,1.0,11.0,5.08
1266,Syed Rasel,11,9,,,7.33
85,Andre Nel,11,26,2.0,5.5,2.54
876,Mosharraf Hossain,11,32,1.0,11.0,2.06
866,Mohammed Siraj,11,24,3.0,3.67,2.75
970,Paul Mooney,11,7,,,9.43
353,Dominic Drakes,11,17,2.0,5.5,3.88
1399,Yasir Arafat,11,13,1.0,11.0,5.08
590,Jermaine Blackwood,11,18,,,3.67
566,Jasdeep Singh,11,16,1.0,11.0,4.12
779,Mark Jonkman,11,8,,,8.25
1290,Tawanda Mupariwa,11,18,3.0,3.67,3.67
1007,Qais Ahmad,11,4,1.0,11.0,16.5
797,Matthew Potts,11,8,,,8.25
891,Nadeem Ahmed,11,18,3.0,3.67,3.67
538,Jade Dernbach,10,16,2.0,5.0,3.75
841,Mohammad Asif,10,24,3.0,3.33,2.5
563,Janeiro Tucker,10,18,,,3.33
253,Clay Smith,10,15,,,4.0
747,Luke Wood,10,10,1.0,10.0,6.0
1217,Skhawat Ali,10,29,,,2.07
106,Ansh Tandon,10,18,1.0,10.0,3.33
397,Fayyaz Ahmed,10,21,1.0,10.0,2.86
898,Naseem Shah,10,5,,,12.0
584,Jeff Wilson,10,7,1.0,10.0,8.57
1393,Wriddhiman Saha,10,15,1.0,10.0,4.0
657,Kashif Daud,10,12,,,5.0
430,Gerald Coetzee,10,14,2.0,5.0,4.29
68,Alishan Sharafu,10,10,,,6.0
955,Olly Stone,10,13,1.0,10.0,4.62
1078,Rory Kleinveldt,10,10,2.0,5.0,6.0
957,Oronde Bascome,10,10,1.0,10.0,6.0
38,Aftab Alam,10,10,1.0,10.0,6.0
1084,Ruaidhri Smith,10,6,1.0,10.0,10.0
1345,Umair Ali,10,11,1.0,10.0,5.45
949,Nuwan Pradeep,9,34,4.0,2.25,1.59
426,George Linde,9,5,,,10.8
880,Muhammad Musa,9,3,,,18.0
145,Avishka Gunawardene,9,9,,,6.0
1142,Scott Cameron,9,13,1.0,9.0,4.15
518,Indika Batuwitarachchi,9,37,,,1.46
1095,Ryan Harris,9,9,1.0,9.0,6.0
1195,Shem Ngoche,9,5,,,10.8
1243,Stuart Chalmers,9,14,,,3.86
1314,Timm van der Gugten,9,6,2.0,4.5,9.0
559,Jamie Smith,9,10,1.0,9.0,5.4
733,Liam Naylor,9,5,1.0,9.0,10.8
1279,Tanmay Mishra,9,9,,,6.0
796,Matthew Kuhnemann,9,5,2.0,4.5,10.8
242,Chris Lynn,9,19,2.0,4.5,2.84
1201,Shivam Dube,9,6,1.0,9.0,9.0
1350,Umesh Yadav,9,18,,,3.0
182,Blessing Mahwire,9,15,,,3.6
1048,Regan West,9,9,1.0,9.0,6.0
997,Pramod Madushan,9,19,2.0,4.5,2.84
1361,Vaughn van Jaarsveld,9,15,2.0,4.5,3.6
169,Benjamin Ward,9,5,,,10.8
719,Lahiru Madushanka,8,11,1.0,8.0,4.36
736,Lionel Cann,8,7,1.0,8.0,6.86
1322,Toby Roland-Jones,8,3,,,16.0
533,Jack Vare,8,3,1.0,8.0,16.0
491,Henry Osinde,8,21,2.0,4.0,2.29
877,Mrittunjoy Chowdhury,8,11,1.0,8.0,4.36
415,Gary Brent,8,6,2.0,4.0,8.0
847,Mohammad Irfan,8,26,1.0,8.0,1.85
202,Brian Vitori,8,7,1.0,8.0,6.86
380,Enamul Haque jnr,8,12,2.0,4.0,4.0
496,Hiren Varaiya,8,6,1.0,8.0,8.0
1272,Tafadzwa Kamungozi,8,10,,,4.8
218,Chadwick Walton,8,13,2.0,4.0,3.69
487,Heath Streak,8,6,1.0,8.0,8.0
455,Gurkeerat Singh Mann,8,7,1.0,8.0,6.86
645,Kamran Shazad,8,6,,,8.0
1133,Saqib Mahmood,8,16,1.0,8.0,3.0
651,Karima Gore,8,13,,,3.69
954,Ollie Hairs,8,8,,,6.0
1411,Zahoor Khan,8,10,1.0,8.0,4.8
439,Gordon Goudie,7,3,1.0,7.0,14.0
1197,Shevon Daniel,7,18,1.0,7.0,2.33
884,Munaf Patel,7,15,2.0,3.5,2.8
1182,Shapoor Zadran,7,14,,,3.0
959,Oshane Thomas,7,31,1.0,7.0,1.35
1303,Tilak Varma,7,19,2.0,3.5,2.21
115,Arshdeep Singh,7,2,,,21.0
34,Adrian Neill,7,2,1.0,7.0,21.0
404,Floyd Reifer,7,22,1.0,7.0,1.91
444,Graham Manou,7,6,1.0,7.0,7.0
722,Lakshmipathy Balaji,7,11,2.0,3.5,3.82
377,Elijah Otieno,7,10,1.0,7.0,4.2
791,Matt Parkinson,7,8,,,5.25
399,Fazalhaq Farooqi,7,20,1.0,7.0,2.1
1100,Ryan Sidebottom,7,8,,,5.25
1366,Victor Nyauchi,7,12,2.0,3.5,3.5
938,Nitish Rana,7,14,1.0,7.0,3.0
1141,Scott Boland,7,7,1.0,7.0,6.0
212,Carl Mumba,7,11,1.0,7.0,3.82
932,Nikhil Dutta,7,11,,,3.82
419,Gavin Ewing,7,10,1.0,7.0,4.2
81,Andre Adams,6,9,2.0,3.0,4.0
29,Adeel Shafique,6,15,,,2.4
867,Mohit Sharma,6,18,2.0,3.0,2.0
288,Daniel Worrall,6,4,,,9.0
991,Piet Rinke,6,7,1.0,6.0,5.14
1319,Tino Mawoyo,6,8,,,4.5
922,Neil Kruger,6,7,,,5.14
