,bat,runs,balls,dismissals,avg,rpo
167,Axar Patel,240,302,12.0,20.0,4.77
1036,Nasir Jamal,238,401,11.0,21.64,3.56
1534,Umar Amin,237,353,13.0,18.23,4.03
681,Joe Denly,236,410,8.0,29.5,3.45
1623,Zubin Surkari,236,487,13.0,18.15,2.91
139,Aryan Lakra,235,472,10.0,23.5,2.99
284,Chris Morris,235,294,14.0,16.79,4.8
462,Forster Mutizwa,235,340,6.0,39.17,4.15
562,Hiren Varaiya,232,445,19.0,12.21,3.13
1216,Riley Hekure,230,323,19.0,12.11,4.27
483,Geoff Barnett,230,355,8.0,28.75,3.89
1434,Sunil Narine,229,290,20.0,11.45,4.74
153,Ashley Nurse,229,296,15.0,15.27,4.64
1517,Tom de Grooth,228,473,22.0,10.36,2.89
1405,Stephan Myburgh,228,423,15.0,15.2,3.23
834,Liam Plunkett,224,325,12.0,18.67,4.14
1480,Terry Duffin,222,504,11.0,20.18,2.64
500,Gordon Drummond,220,246,11.0,20.0,5.37
636,Jamie Atkinson,219,337,9.0,24.33,3.9
144,Asela Gunaratne,218,342,11.0,19.82,3.82
371,Dev Khanal,217,341,9.0,24.11,3.82
524,Hamish Gardiner,217,364,11.0,19.73,3.58
959,Mohammad Amir,217,303,8.0,27.12,4.3
307,Corey Anderson,212,256,14.0,15.14,4.97
1597,Yasir Hameed,211,390,10.0,21.1,3.25
710,Josh Lawrenson,211,291,4.0,52.75,4.35
978,Mohammad Saifuddin,210,311,7.0,30.0,4.05
1178,Rajin Saleh,209,486,13.0,16.08,2.58
1287,Sam Billings,209,296,5.0,41.8,4.24
362,Dean Brownlie,208,321,11.0,18.91,3.89
646,Jasdeep Singh,208,336,16.0,13.0,3.71
1549,Vani Morea,207,375,10.0,20.7,3.31
69,Albie Morkel,206,284,15.0,13.73,4.35
541,Hasan Ali,206,197,15.0,13.73,6.27
837,Lionel Cann,205,196,13.0,15.77,6.28
580,Ikram Alikhil,205,345,11.0,18.64,3.57
415,Dushmantha Chameera,205,344,12.0,17.08,3.58
1118,Paul Nixon,205,277,9.0,22.78,4.44
550,Hazratullah Zazai,204,305,12.0,17.0,4.01
92,Amjad Ali,203,376,10.0,20.3,3.24
1464,Tanwir Afzal,203,194,11.0,18.45,6.28
39,Adnan Mufti,203,281,9.0,22.56,4.33
141,Asa Tribe,202,298,4.0,50.5,4.07
739,Karima Gore,202,299,14.0,14.43,4.05
876,Manoj Tiwary,201,332,9.0,22.33,3.63
1190,Ravi Rampaul,200,288,20.0,10.0,4.17
1321,Sewnarine Chattergoon,200,413,11.0,18.18,2.91
644,Janith Liyanage,200,233,1.0,200.0,5.15
884,Mark Adair,200,219,11.0,18.18,5.48
325,Dale Steyn,199,382,22.0,9.05,3.13
253,Carlos Brathwaite,199,273,15.0,13.27,4.37
999,Morne van Wyk,199,356,7.0,28.43,3.35
740,Karl Birkenstock,198,387,14.0,14.14,3.07
43,Afsar Zazai,198,393,13.0,15.23,3.02
1361,Shaun Fouché,198,310,6.0,33.0,3.83
670,Jeremy Bray,198,334,7.0,28.29,3.56
1076,Nikita Miller,198,273,8.0,24.75,4.35
1107,Paras Khadka,197,295,8.0,24.62,4.01
1200,Raza-ur-Rehman,197,231,4.0,49.25,5.12
1013,Murali Vijay,195,360,11.0,17.73,3.25
263,Chaminda Vaas,195,302,20.0,9.75,3.87
643,Janeiro Tucker,195,314,12.0,16.25,3.73
397,Divan la Cock,195,369,12.0,16.25,3.17
612,Jacques Rudolph,194,361,8.0,24.25,3.22
1395,Sohail Tanvir,194,272,19.0,10.21,4.28
317,Craig Williams,194,325,13.0,14.92,3.58
809,Kyle Jarvis,194,312,19.0,10.21,3.73
1282,Saiteja Mukkamalla,193,337,13.0,14.85,3.44
1273,Sachith Pathirana,192,238,6.0,32.0,4.84
130,Anwar Ali,192,269,8.0,24.0,4.28
474,Gary Brent,192,302,11.0,17.45,3.81
84,Alviro Petersen,191,290,7.0,27.29,3.95
1232,Romario Shepherd,191,224,12.0,15.92,5.12
398,Dogodo Bau,190,345,10.0,19.0,3.3
727,Kagiso Rabada,190,286,15.0,12.67,3.99
1070,Nicholas Kirton,190,319,5.0,38.0,3.57
1018,Muthiah Muralidaran,189,212,18.0,10.5,5.35
577,Iftikhar Ahmed,188,257,7.0,26.86,4.39
812,Kyle McCallan,188,260,13.0,14.46,4.34
756,Kemar Roach,188,403,16.0,11.75,2.8
780,Khurram Manzoor,186,306,5.0,37.2,3.65
58,Ajit Agarkar,186,318,21.0,8.86,3.51
714,Joylord Gumbie,186,338,8.0,23.25,3.3
604,JP Kotze,185,287,9.0,20.56,3.87
1142,Pikky Ya France,185,250,8.0,23.12,4.44
1220,Rob Nicol,185,379,13.0,14.23,2.93
476,Gaudi Toka,184,359,16.0,11.5,3.08
551,Heath Streak,183,299,4.0,45.75,3.67
359,David Willey,183,271,8.0,22.88,4.05
635,James Vince,183,286,10.0,18.3,3.84
82,Alishan Sharafu,182,293,14.0,13.0,3.73
561,Hiral Patel,182,291,14.0,13.0,3.75
600,Isuru Udana,181,178,8.0,22.62,6.1
420,Dylan Budge,181,260,8.0,22.62,4.18
1166,Rachin Ravindra,181,242,5.0,36.2,4.49
54,Aizaz Khan,180,297,9.0,20.0,3.64
962,Mohammad Boota,180,235,7.0,25.71,4.6
859,Maheesh Theekshana,179,345,7.0,25.57,3.11
594,Irving Romaine,179,346,12.0,14.92,3.1
294,Christopher McBride,178,309,12.0,14.83,3.46
596,Ishan Kishan,178,292,5.0,35.6,3.66
996,Moneeb Iqbal,176,331,7.0,25.14,3.19
409,Dougie Lockhart,176,301,7.0,25.14,3.51
93,Amjad Javed,175,219,8.0,21.88,4.79
201,Bernard Scholtz,174,294,11.0,15.82,3.55
239,Brian Chari,174,386,14.0,12.43,2.7
540,Harvir Baidwan,173,280,12.0,14.42,3.71
248,Cameron Green,173,253,5.0,34.6,4.1
13,Abdool Samad,173,323,9.0,19.22,3.21
1108,Pargat Singh,172,230,4.0,43.0,4.49
941,Michael Yardy,172,296,13.0,13.23,3.49
100,Andre Fletcher,172,357,18.0,9.56,2.89
358,David Wiese,171,233,7.0,24.43,4.4
1578,Wellington Masakadza,170,279,14.0,12.14,3.66
890,Mark Vermeulen,169,264,7.0,24.14,3.84
331,Daniel Flynn,168,284,11.0,15.27,3.55
861,Mahela Udawatte,167,273,7.0,23.86,3.67
585,Imran Nazir,167,268,8.0,20.88,3.74
1375,Shingi Masakadza,167,173,8.0,20.88,5.79
1468,Tarisai Musakanda,167,249,10.0,16.7,4.02
1022,Nafees Iqbal,166,252,6.0,27.67,3.95
1529,Tushar Imran,165,335,16.0,10.31,2.96
592,Irfan Karim,163,280,6.0,27.17,3.49
1416,Stuart Binny,162,193,4.0,40.5,5.04
1503,Tinashe Panyangara,162,284,20.0,8.1,3.42
787,Kirk Edwards,160,307,12.0,13.33,3.13
133,Arjun Saud,160,325,9.0,17.78,2.95
62,Akila Dananjaya,160,255,13.0,12.31,3.76
620,James Anderson,160,341,20.0,8.0,2.82
754,Keemo Paul,158,206,8.0,19.75,4.6
675,Jerome Taylor,158,220,19.0,8.32,4.31
370,Desmond Chumney,158,244,3.0,52.67,3.89
1494,Tim Murtagh,157,260,19.0,8.26,3.62
375,Devon Thomas,156,272,11.0,14.18,3.44
393,Dinesh Mongia,156,250,4.0,39.0,3.74
471,Gareth Hopkins,155,231,10.0,15.5,4.03
571,Ian Bradshaw,155,283,11.0,14.09,3.29
578,Iftikhar Anjum,155,311,11.0,14.09,2.99
1501,Timycen Maruma,154,288,14.0,11.0,3.21
924,Michael Bracewell,153,184,7.0,21.86,4.99
1317,Seekkuge Prasanna,152,232,13.0,11.69,3.93
1423,Stuart Thompson,152,180,8.0,19.0,5.07
1402,Srimantha Wijeyeratne,152,226,7.0,21.71,4.04
615,Jahurul Islam,152,247,8.0,19.0,3.69
80,Ali Naseer,152,145,5.0,30.4,6.29
1191,Ravi Shah,151,242,5.0,30.2,3.74
1478,Tendai Chatara,151,348,25.0,6.04,2.6
757,Kennedy Otieno,151,298,9.0,16.78,3.04
1080,Nitish Kumar,151,320,14.0,10.79,2.83
738,Karim Sadiq,150,291,15.0,10.0,3.09
1601,Yusuf Pathan,149,170,9.0,16.56,5.26
1368,Shehan Jayasuriya,148,221,4.0,37.0,4.02
337,Daren Ganga,148,284,7.0,21.14,3.13
1219,Rizwan Cheema,148,210,16.0,9.25,4.23
1008,Mujeeb Ur Rahman,147,186,18.0,8.17,4.74
1526,Trent Boult,144,224,18.0,8.0,3.86
1153,Praveen Kumar,144,180,10.0,14.4,4.8
1610,Zahoor Khan,144,259,22.0,6.55,3.34
1524,Travis Dowlin,143,228,8.0,17.88,3.76
937,Michael Rippon,143,224,5.0,28.6,3.83
107,Andrew Poynter,142,252,9.0,15.78,3.38
298,Clive Madande,142,206,6.0,23.67,4.14
1301,Sanju Samson,142,179,2.0,71.0,4.76
1392,Sohag Gazi,142,163,8.0,17.75,5.23
1470,Taskin Ahmed,141,285,17.0,8.29,2.97
509,Greg Lamb,141,313,8.0,17.62,2.7
1323,Shabir Noori,141,240,8.0,17.62,3.52
899,Mathew Sinclair,140,179,6.0,23.33,4.69
250,Cameron Stevenson,139,205,10.0,13.9,4.07
920,Mehrab Hossain jnr,139,379,10.0,13.9,2.2
33,Adam Zampa,138,245,11.0,12.55,3.38
1511,Tom Blundell,138,181,5.0,27.6,4.57
1438,Suranga Lakmal,138,249,18.0,7.67,3.33
651,Jason Kila,138,224,10.0,13.8,3.7
1306,Saud Shakeel,138,184,6.0,23.0,4.5
1133,Peter Ongondo,138,273,18.0,7.67,3.03
277,Chris Cairns,137,142,6.0,22.83,5.79
579,Ihsanullah,137,280,10.0,13.7,2.94
628,James McCollum,136,227,9.0,15.11,3.59
1555,Vijay Shankar,136,176,4.0,34.0,4.64
63,Akshay Homraj,135,203,7.0,19.29,3.99
1412,Steven Outerbridge,135,231,11.0,12.27,3.51
778,Khurram Chohan,135,248,8.0,16.88,3.27
1544,Usman Limbada,135,223,6.0,22.5,3.63
466,Freddie Coleman,135,251,11.0,12.27,3.23
179,Barry McCarthy,135,242,14.0,9.64,3.35
61,Akeal Hosein,134,230,12.0,11.17,3.5
773,Khalid Latif,132,213,4.0,33.0,3.72
329,Dan Christian,132,176,7.0,18.86,4.5
761,Keshav Maharaj,132,168,10.0,13.2,4.71
634,James Tredwell,132,208,12.0,11.0,3.81
10,Aaron Redmond,132,233,4.0,33.0,3.4
815,Kyle Verreynne,131,195,5.0,26.2,4.03
998,Morne Morkel,131,222,21.0,6.24,3.54
1422,Stuart Poynter,130,207,9.0,14.44,3.77
1539,Upul Chandana,129,194,4.0,32.25,3.99
874,Manish Pandey,129,181,6.0,21.5,4.28
975,Mohammad Nawaz,129,169,8.0,16.12,4.58
149,Ashif Mulla,129,213,8.0,16.12,3.63
742,Karthik Meiyappan,129,276,14.0,9.21,2.8
327,Damien Ravu,129,196,10.0,12.9,3.95
19,Abdullah Shafique,128,211,6.0,21.33,3.64
1431,Sunil Ambris,128,189,4.0,32.0,4.06
702,Jonty Jenner,127,183,3.0,42.33,4.16
1552,Venugopal Rao,127,226,5.0,25.4,3.37
1043,Nathan Hauritz,127,163,8.0,15.88,4.67
147,Ashen Bandara,127,206,4.0,31.75,3.7
1528,Trevin Bastiampillai,126,269,9.0,14.0,2.81
669,Jekon Edness,125,233,6.0,20.83,3.22
1263,Ryan Sidebottom,124,184,10.0,12.4,4.04
1041,Nathan Coulter-Nile,124,149,8.0,15.5,4.99
1479,Tendai Chisoro,123,205,9.0,13.67,3.6
1177,Rajesh Bhudia,123,124,5.0,24.6,5.95
319,Craig Wright,122,206,7.0,17.43,3.55
433,Elmore Hutchinson,122,134,5.0,24.4,5.46
1513,Tom Curran,121,137,3.0,40.33,5.3
1268,Saad Bin Zafar,121,184,6.0,20.17,3.95
1209,Richard Ngarava,120,173,11.0,10.91,4.16
1091,Nurul Hasan,120,135,2.0,60.0,5.33
1284,Saleem Mukuddem,120,210,3.0,40.0,3.43
1136,Phil Mustard,120,176,5.0,24.0,4.09
1450,Tadiwanashe Marumani,119,211,9.0,13.22,3.38
1075,Nikhil Dutta,119,191,4.0,29.75,3.74
886,Mark Chapman,118,164,6.0,19.67,4.32
1406,Stephen Doheny,118,216,5.0,23.6,3.28
1346,Shamsur Rahman,118,218,8.0,14.75,3.25
1017,Mustafizur Rahman,117,247,12.0,9.75,2.84
1574,Washington Sundar,117,186,4.0,29.25,3.77
1274,Sachithra Senanayake,116,177,11.0,10.55,3.93
938,Michael Swart,116,167,9.0,12.89,4.17
1054,Nazimuddin,116,208,10.0,11.6,3.35
21,Abdur Rehman,115,234,13.0,8.85,2.95
389,Dimitri Mascarenhas,115,177,6.0,19.17,3.9
1038,Nasum Ahmed,114,124,4.0,28.5,5.52
1327,Shafiul Islam,113,207,17.0,6.65,3.28
1096,Odean Smith,113,58,2.0,56.5,11.69
1221,Rob Taylor,113,137,7.0,16.14,4.95
455,Fayyaz Butt,112,148,6.0,18.67,4.54
152,Ashley Giles,112,134,4.0,28.0,5.01
309,Courtney Browne,112,146,4.0,28.0,4.6
102,Andre Nel,111,120,6.0,18.5,5.55
104,Andrew Ellis,111,150,9.0,12.33,4.44
1522,Tony de Zorzi,111,139,,,4.79
690,John Davison,110,167,7.0,15.71,3.95
688,John Blain,110,249,10.0,11.0,2.65
512,Gregory Strydom,109,175,5.0,21.8,3.74
1307,Saurabh Netravalkar,109,204,12.0,9.08,3.21
372,Devendra Bishoo,109,205,12.0,9.08,3.19
383,Dilhara Fernando,108,173,12.0,9.0,3.75
1349,Shane Bond,108,188,7.0,15.43,3.45
381,Dhiman Ghosh,108,189,9.0,12.0,3.43
777,Khaya Zondo,108,186,5.0,21.6,3.48
925,Michael Carberry,107,170,5.0,21.4,3.78
988,Mohammed Shami,107,150,15.0,7.13,4.28
138,Aryan Dutt,107,196,18.0,5.94,3.28
186,Ben Cooper,107,134,7.0,15.29,4.79
235,Brenton Parchment,107,202,6.0,17.83,3.18
224,Brad Hodge,106,197,6.0,17.67,3.23
1474,Tawanda Mupariwa,106,229,12.0,8.83,2.78
324,Dale Richards,106,171,5.0,21.2,3.72
1260,Ryan Murray,106,170,4.0,26.5,3.74
1465,Tanzid Hasan,106,145,8.0,13.25,4.39
595,Ish Sodhi,105,158,8.0,13.12,3.99
832,Liam Livingstone,105,163,4.0,26.25,3.87
1616,Zawar Farid,105,118,7.0,15.0,5.34
521,Hamid Hassan,105,189,15.0,7.0,3.33
1428,Sulieman Benn,105,157,13.0,8.08,4.01
796,Kuldeep Yadav,104,217,8.0,13.0,2.88
297,Clint McKay,104,185,13.0,8.0,3.37
1411,Steven Finn,102,176,12.0,8.5,3.48
349,Dave Langford-Smith,102,111,5.0,20.4,5.51
1040,Nathan Bracken,101,181,11.0,9.18,3.35
1506,Tinotenda Mutombodzi,101,173,9.0,11.22,3.5
1296,Sandeep Jyoti,100,216,6.0,16.67,2.78
70,Alei Nao,100,116,9.0,11.11,5.17
769,Khaled Mahmud,100,126,7.0,14.29,4.76
1015,Musa Ahmad,99,195,8.0,12.38,3.05
1183,Ramesh Powar,99,172,8.0,12.38,3.45
443,Faheem Ashraf,99,167,9.0,11.0,3.56
529,Hamza Tariq,99,131,4.0,24.75,4.53
81,Alick Athanaze,98,171,4.0,24.5,3.44
140,Aryansh Sharma,98,137,5.0,19.6,4.29
824,Lameck Onyango,98,131,7.0,14.0,4.49
490,George Worker,98,175,6.0,16.33,3.36
586,Imran Tahir,98,142,15.0,6.53,4.14
163,Atse Buurman,97,112,5.0,19.4,5.2
351,David Bernard,97,161,7.0,13.86,3.61
844,Loots Bosman,97,163,7.0,13.86,3.57
873,Malinga Bandara,97,151,7.0,13.86,3.85
716,Julius Sumerauer,97,88,4.0,24.25,6.61
407,Doug Bracewell,96,161,7.0,13.71,3.58
1358,Shardul Thakur,96,117,5.0,19.2,4.92
404,Don Maxwell,96,100,1.0,96.0,5.76
1235,Rory Kleinveldt,95,114,5.0,19.0,5.0
1314,Sean Abbott,95,106,2.0,47.5,5.38
866,Mal Loye,94,147,5.0,18.8,3.84
667,Jeffrey Vandersay,94,199,7.0,13.43,2.83
278,Chris Douglas,93,167,2.0,46.5,3.34
933,Michael Lumb,93,140,2.0,46.5,3.99
687,John Anderson,93,204,6.0,15.5,2.74
1193,Ravinderpal Singh,93,103,3.0,31.0,5.42
748,Kaushal Lokuarachchi,92,92,5.0,18.4,6.0
535,Harrison Carlyon,92,130,4.0,23.0,4.25
25,Abid Ali,92,130,3.0,30.67,4.25
793,Krishna Chandran,92,213,7.0,13.14,2.59
1243,Rubel Hossain,92,197,22.0,4.18,2.8
1518,Tomas Mackintosh,91,137,6.0,15.17,3.99
342,Darren Gough,91,104,3.0,30.33,5.25
785,Kinchit Shah,91,173,7.0,13.0,3.16
1553,Vernon Philander,90,128,3.0,30.0,4.22
478,Gavin Ewing,90,117,5.0,18.0,4.62
336,Danza Hyatt,90,164,7.0,12.86,3.29
569,Ian Billcliff,89,188,5.0,17.8,2.84
1303,Saqib Zulfiqar,89,210,10.0,8.9,2.54
1425,Subash Khakurel,89,175,6.0,14.83,3.05
412,Dunith Wellalage,89,154,5.0,17.8,3.47
900,Matt Henry,89,112,8.0,11.12,4.77
363,Dean Elgar,89,158,5.0,17.8,3.38
917,Max Sorensen,88,129,5.0,17.6,4.09
548,Hayden Walsh,88,160,7.0,12.57,3.3
1165,RP Singh,88,223,8.0,11.0,2.37
1207,Riaz Hassan,88,158,2.0,44.0,3.34
129,Anton Devcich,88,151,7.0,12.57,3.5
230,Brandon Mavuta,88,88,6.0,14.67,6.0
1388,Simon Atai,87,162,8.0,10.88,3.22
807,Kyle Hope,87,138,5.0,17.4,3.78
1185,Rangana Herath,87,157,9.0,9.67,3.32
1225,Rodney Trott,87,184,4.0,21.75,2.84
114,Andri Berenger,86,163,8.0,10.75,3.17
1359,Shariz Ahmad,86,121,7.0,12.29,4.26
439,Fabian Allen,86,135,9.0,9.56,3.82
7,Aaron Johnson,85,148,5.0,17.0,3.45
1113,Patrick Browne,85,113,4.0,21.25,4.51
408,Dougie Brown,85,151,4.0,21.25,3.38
220,Boyd Rankin,85,216,10.0,8.5,2.36
364,Dean Minors,84,152,6.0,14.0,3.32
878,Manzarul Islam,84,144,6.0,14.0,3.5
1453,Taijul Islam,84,150,7.0,12.0,3.36
1502,Tinashe Kamunhukamwe,84,134,9.0,9.33,3.76
293,Christopher Carter,83,170,9.0,9.22,2.93
570,Ian Blackwell,83,123,8.0,10.38,4.05
511,Gregor Maiden,83,130,4.0,20.75,3.83
480,Gavin Main,82,87,1.0,82.0,5.66
1366,Shawn Findlay,82,136,4.0,20.5,3.62
159,Asif Ali,82,97,4.0,20.5,5.07
386,Dilruwan Perera,81,124,8.0,10.12,3.92
858,Mahedi Hasan,81,142,6.0,13.5,3.42
1334,Shahid Wasif,81,162,6.0,13.5,3.0
2,Aamer Yamin,80,84,1.0,80.0,5.71
1312,Scott McKechnie,80,155,6.0,13.33,3.1
427,Ehsan Khan,80,204,8.0,10.0,2.35
1328,Shahadat Hossain,79,136,10.0,7.9,3.49
461,Floyd Reifer,79,164,5.0,15.8,2.89
241,Brian Vitori,78,83,10.0,7.8,5.64
1377,Shoaib Akhtar,78,91,10.0,7.8,5.14
1621,Ziaur Rahman,78,70,6.0,13.0,6.69
470,Gareth Delany,78,120,7.0,11.14,3.9
1269,Saad Nasim,77,96,,,4.81
603,JJ Smuts,77,116,2.0,38.5,3.98
273,Chaturanga de Silva,77,89,4.0,19.25,5.19
137,Arvind Kandappah,76,123,1.0,76.0,3.71
1195,Rawl Lewis,76,81,5.0,15.2,5.63
1104,Oshada Fernando,75,153,5.0,15.0,2.94
1396,Sohrawordi Shuvo,75,114,7.0,10.71,3.95
193,Ben McDermott,75,122,3.0,25.0,3.69
217,Blessing Muzarabani,75,199,19.0,3.95,2.26
729,Kaleemullah,75,92,12.0,6.25,4.89
116,Andy Blignaut,74,71,4.0,18.5,6.25
664,Jeetan Patel,74,142,6.0,12.33,3.13
1077,Nikolaas Davin,74,97,7.0,10.57,4.58
536,Harry Brook,74,109,3.0,24.67,4.07
1572,Waqas Barkat,74,147,7.0,10.57,3.02
1072,Nick Greenwood,73,114,4.0,18.25,3.84
501,Gordon Goudie,73,98,7.0,10.43,4.47
1466,Tapash Baisya,73,126,2.0,36.5,3.48
607,Jack Vare,73,107,7.0,10.43,4.09
1047,Navdeep Poonia,72,183,11.0,6.55,2.36
1499,Timil Patel,72,149,4.0,18.0,2.9
416,Dwaine Pretorius,72,118,5.0,14.4,3.66
527,Hammad Azam,72,114,3.0,24.0,3.79
65,Alasdair Evans,72,120,7.0,10.29,3.6
1594,Yannic Cariah,71,119,2.0,35.5,3.58
156,Ashton Turner,71,72,3.0,23.67,5.92
98,Andre Adams,71,79,4.0,17.75,5.39
281,Chris Jordan,71,105,7.0,10.14,4.06
691,John Hastings,70,93,5.0,14.0,4.52
718,Junaid Siddique,70,145,18.0,3.89,2.9
1331,Shaheen Shah Afridi,70,118,3.0,23.33,3.56
1226,Roelof van der Merwe,70,107,7.0,10.0,3.93
418,Dwayne Leverock,70,195,7.0,10.0,2.15
1447,Sylvester Joseph,70,122,4.0,17.5,3.44
1446,Syed Rasel,70,173,15.0,4.67,2.43
395,Dion Myers,70,115,3.0,23.33,3.65
880,Marco Jansen,70,116,5.0,14.0,3.62
45,Aftab Alam,70,97,6.0,11.67,4.33
55,Ajantha Mendis,69,119,14.0,4.93,3.48
545,Haseeb Amjad,69,65,3.0,23.0,6.37
1504,Tino Best,69,106,5.0,13.8,3.91
216,Blessing Mahwire,69,154,9.0,7.67,2.69
616,Jai Prakash Yadav,69,92,1.0,69.0,4.5
1280,Sahan Arachchige,69,101,1.0,69.0,4.1
1034,Nasir Aziz,69,105,3.0,23.0,3.94
1591,Xavier Doherty,69,124,6.0,11.5,3.34
830,Leon Johnson,69,120,2.0,34.5,3.45
514,Gulam Bodi,69,122,1.0,69.0,3.39
188,Ben Duckett,69,104,3.0,23.0,3.98
1267,S Badrinath,69,160,4.0,17.25,2.59
689,John Campbell,68,90,1.0,68.0,4.53
1537,Umesh Yadav,68,105,9.0,7.56,3.89
306,Con de Lange,68,128,6.0,11.33,3.19
1347,Shan Masood,68,127,5.0,13.6,3.21
1063,Neil McKenzie,68,110,2.0,34.0,3.71
1068,Neville Madziva,67,138,9.0,7.44,2.91
328,Damodar Daesrath,67,114,2.0,33.5,3.53
1573,Waqas Khan,67,137,4.0,16.75,2.93
708,Josh Hazlewood,66,79,3.0,22.0,5.01
282,Chris Lynn,66,70,2.0,33.0,5.66
198,Benjamin Ward,66,116,4.0,16.5,3.41
1052,Navneet Dhaliwal,66,132,4.0,16.5,3.0
725,Kabir Ali,66,82,3.0,22.0,4.83
1083,Nkrumah Bonner,66,115,4.0,16.5,3.44
1084,Noah Croes,65,86,2.0,32.5,4.53
1010,Munaf Patel,65,94,9.0,7.22,4.15
1120,Paul van Meekeren,65,104,9.0,7.22,3.75
411,Duncan Allan,65,148,5.0,13.0,2.64
1356,Sharad Vesawkar,65,145,3.0,21.67,2.69
1288,Sam Curran,64,117,6.0,10.67,3.28
513,Gudakesh Motie,64,91,5.0,12.8,4.22
782,Khushdil Shah,64,101,3.0,21.33,3.8
591,Irfan Ahmed,64,96,5.0,12.8,4.0
155,Ashton Agar,64,113,4.0,16.0,3.4
347,Daryl Tuffey,64,67,7.0,9.14,5.73
731,Kamindu Mendis,64,136,4.0,16.0,2.82
1418,Stuart Carlisle,63,147,3.0,21.0,2.57
719,Junaid Siddiqui,63,131,4.0,15.75,2.89
1281,Sai Sudharsan,62,86,1.0,62.0,4.33
888,Mark Gillespie,62,93,4.0,15.5,4.0
789,Kithuruwan Vithanage,62,81,5.0,12.4,4.59
1089,Nosaina Pokana,62,153,8.0,7.75,2.43
695,John Reva,61,80,5.0,12.2,4.58
1206,Reinhardt Strydom,61,129,4.0,15.25,2.84
189,Ben Foakes,61,76,,,4.82
402,Dominic Wesonga,61,109,3.0,20.33,3.36
841,Lockie Ferguson,61,143,9.0,6.78,2.56
1162,Qaiser Ali,60,139,6.0,10.0,2.59
726,Kabua Morea,60,101,5.0,12.0,3.56
338,Daren Powell,60,112,16.0,3.75,3.21
1137,Phil Salt,59,98,4.0,14.75,3.61
222,Brad Evans,59,91,5.0,11.8,3.89
1454,Takudzwanashe Kaitano,59,164,7.0,8.43,2.16
909,Matthew Parker,59,105,7.0,8.43,3.37
1603,Yuzvendra Chahal,58,109,4.0,14.5,3.19
1380,Shoriful Islam,58,76,8.0,7.25,4.58
867,Malachi Jones,58,67,5.0,11.6,5.19
1044,Nathan Lyon,57,59,2.0,28.5,5.8
1382,Shreyas Movva,57,77,3.0,19.0,4.44
772,Khalid Kail,57,79,2.0,28.5,4.33
584,Imran Haider,57,134,6.0,9.5,2.55
1472,Taufeeq Umar,57,123,4.0,14.25,2.78
1099,Ollie Hairs,57,89,5.0,11.4,3.84
1519,Tony Munyonga,57,106,5.0,11.4,3.23
485,George Codrington,57,93,4.0,14.25,3.68
1066,Nelson Odhiambo,57,121,6.0,9.5,2.83
1598,Yasir Shah,56,65,2.0,28.0,5.17
947,Milton Shumba,56,112,7.0,8.0,3.0
1489,Tilak Varma,56,94,1.0,56.0,3.57
1570,Waheed Ahmed,55,119,5.0,11.0,2.77
299,Cole McConchie,54,56,1.0,54.0,5.79
1355,Shapoor Zadran,54,143,10.0,5.4,2.27
177,Balaji Rao,54,83,7.0,7.71,3.9
1493,Tim Gruijters,54,92,3.0,18.0,3.52
458,Fidel Edwards,53,126,7.0,7.57,2.52
1596,Yasir Arafat,53,86,2.0,26.5,3.7
932,Michael Levitt,53,86,2.0,26.5,3.7
355,David Murphy,53,118,5.0,10.6,2.69
887,Mark Cosgrove,53,63,,,5.05
187,Ben Cutting,53,67,2.0,26.5,4.75
597,Ishant Sharma,53,158,8.0,6.62,2.01
1020,Nadeem Ahmed,52,126,9.0,5.78,2.48
680,Joe Burns,52,85,3.0,17.33,3.67
345,Darron Reekers,51,68,3.0,17.0,4.5
465,Fred Klaassen,51,100,7.0,7.29,3.06
29,Adam Bacher,51,122,4.0,12.75,2.51
1371,Shem Ngoche,51,99,8.0,6.38,3.09
808,Kyle Jamieson,51,83,3.0,17.0,3.69
1357,Sharafuddin Ashraf,51,70,4.0,12.75,4.37
980,Mohammad Sami,51,92,6.0,8.5,3.33
1500,Timm van der Gugten,50,61,2.0,25.0,4.92
749,Kaushalya Weeraratne,49,48,1.0,49.0,6.12
1255,Ryan Haire,49,69,1.0,49.0,4.26
753,Keegan Meth,49,91,5.0,9.8,3.23
185,Bazid Khan,49,69,1.0,49.0,4.26
9,Aaron Phangiso,49,121,6.0,8.17,2.43
953,Mitchell McClenaghan,49,76,,,3.87
31,Adam Milne,49,75,4.0,12.25,3.92
320,Craig Young,49,72,9.0,5.44,4.08
712,Josh Philippe,49,81,3.0,16.33,3.63
322,D'Arcy Short,49,81,4.0,12.25,3.63
1130,Peter Ingram,48,64,,,4.5
340,Darius D'Silva,48,97,3.0,16.0,2.97
912,Matthew Spoors,48,99,2.0,24.0,2.91
747,Kasun Rajitha,48,97,6.0,8.0,2.97
1505,Tino Mawoyo,48,150,7.0,6.86,1.92
268,Charl Langeveldt,48,94,6.0,8.0,3.06
939,Michael Vandort,48,114,1.0,48.0,2.53
275,Cheteshwar Pujara,48,121,4.0,12.0,2.38
1302,Saqib Ali,48,79,4.0,12.0,3.65
1102,Omer Hussain,47,88,4.0,11.75,3.2
247,Calvert Hooper,47,58,3.0,15.67,4.86
1452,Tafadzwa Mufambisi,47,83,5.0,9.4,3.4
495,Glenn Blakeney,47,41,1.0,47.0,6.88
