,bat,runs,balls,dismissals,avg,rpo
538,Harry Tector,960,1373,19.0,50.53,4.2
1187,Rashid Khan,959,1005,48.0,19.98,5.73
87,Ambati Rayudu,949,1390,21.0,45.19,4.1
259,Chamara Kapugedera,936,1501,40.0,23.4,3.74
1407,Stephen Fleming,932,1426,34.0,27.41,3.92
1340,Shaiman Anwar,929,1198,28.0,33.18,4.65
1035,Nasir Hossain,921,1228,28.0,32.89,4.5
150,Ashish Bagai,920,1456,25.0,36.8,3.79
590,Inzamam-ul-Haq,916,1307,23.0,39.83,4.21
260,Chamara Silva,916,1422,31.0,29.55,3.86
1311,Scott Edwards,916,1170,30.0,30.53,4.7
16,Abdul Razzaq,914,1305,33.0,27.7,4.2
994,Monank Patel,910,1267,35.0,26.0,4.31
379,Dhananjaya de Silva,905,1300,34.0,26.62,4.18
240,Brian Lara,902,1249,30.0,30.07,4.33
1399,Soumya Sarkar,898,1216,35.0,25.66,4.43
438,Evin Lewis,896,1369,31.0,28.9,3.93
1188,Rassie van der Dussen,887,1215,18.0,49.28,4.38
1266,Ryan ten Doeschate,882,1083,12.0,73.5,4.89
1409,Steve Tikolo,882,1146,36.0,24.5,4.62
722,Justin Kemp,871,1236,28.0,31.11,4.23
1186,Raqibul Hasan,870,1576,35.0,24.86,3.31
72,Alex Carey,854,1180,22.0,38.82,4.34
75,Alex Obanda,847,1287,30.0,28.23,3.95
244,CP Rizwan,839,1464,28.0,29.96,3.44
94,Anamul Haque,834,1332,30.0,27.8,3.76
624,James Franklin,833,1141,28.0,29.75,4.38
196,Ben Stokes,817,1194,30.0,27.23,4.11
105,Andrew Flintoff,803,1069,29.0,27.69,4.51
1363,Shaun Pollock,803,961,28.0,28.68,5.01
1521,Tony Ura,801,1272,47.0,17.04,3.78
919,Mehidy Hasan Miraz,799,1174,37.0,21.59,4.08
486,George Dockrell,798,1181,38.0,21.0,4.05
4,Aarif Sheikh,792,1300,30.0,26.4,3.66
931,Michael Leask,792,855,29.0,27.31,5.56
657,Jatinder Singh,791,1265,34.0,23.26,3.75
555,Henry Nicholls,782,1251,27.0,28.96,3.75
131,Aqib Ilyas,779,1075,18.0,43.28,4.35
419,Dwayne Smith,778,966,49.0,15.88,4.83
1320,Sese Bau,778,1355,45.0,17.29,3.45
11,Aasif Sheikh,777,1238,32.0,24.28,3.77
1154,Preston Mommsen,777,1271,27.0,28.78,3.67
905,Matthew Hayden,775,1371,24.0,32.29,3.39
160,Asif Khan,774,1074,21.0,36.86,4.32
30,Adam Gilchrist,770,1161,36.0,21.39,3.98
1053,Nawroz Mangal,763,1099,29.0,26.31,4.17
1021,Naeem Islam,762,1228,29.0,26.28,3.72
799,Kusal Perera,761,1232,47.0,16.19,3.71
392,Dinesh Karthik,760,1267,32.0,23.75,3.6
869,Malcolm Waller,759,1182,53.0,14.32,3.85
1488,Thomas Odoyo,759,1129,30.0,25.3,4.03
520,Habibul Bashar,754,1295,33.0,22.85,3.49
1088,Norman Vanua,753,988,41.0,18.37,4.57
1005,Muhammad Usman,751,1038,25.0,30.04,4.34
1037,Nasir Jamshed,751,1293,34.0,22.09,3.48
290,Chris Woakes,746,996,29.0,25.72,4.49
1204,Regis Chakabva,741,1275,40.0,18.52,3.49
977,Mohammad Rizwan,740,1043,21.0,35.24,4.26
1580,Wesley Barresi,740,1113,35.0,21.14,3.99
902,Matt Prior,732,1144,35.0,20.91,3.84
693,John Mooney,727,976,31.0,23.45,4.47
896,Marvan Atapattu,727,1089,22.0,33.05,4.01
1626,Zunaed Siddique,725,1257,38.0,19.08,3.46
1092,Nuwan Kulasekara,722,1051,54.0,13.37,4.12
269,Charles Amini,720,1244,39.0,18.46,3.47
519,Gyanendra Malla,716,1160,29.0,24.69,3.7
183,Basil Hameed,710,1102,31.0,22.9,3.87
468,Gajanand Singh,705,904,19.0,37.11,4.68
267,Charith Asalanka,704,1000,21.0,33.52,4.22
396,Dipendra Singh Airee,703,1000,35.0,20.09,4.22
828,Lega Siaka,698,996,37.0,18.86,4.2
1071,Nicholas Pooran,695,922,23.0,30.22,4.52
326,Damien Martyn,694,1089,23.0,30.17,3.82
1127,Peter Fulton,693,1163,27.0,25.67,3.58
1086,Noor Ali Zadran,690,1349,35.0,19.71,3.07
257,Chad Soper,683,1217,35.0,19.51,3.37
916,Max O'Dowd,679,1119,28.0,24.25,3.64
158,Ashwell Prince,678,1050,19.0,35.68,3.87
218,Boeta Dippenaar,676,1093,19.0,35.58,3.71
640,Jan Nicol Loftie-Eaton,676,928,24.0,28.17,4.37
52,Aiden Markram,671,912,24.0,27.96,4.41
576,Ibrahim Zadran,664,982,16.0,41.5,4.06
1062,Neil McCallum,662,1057,24.0,27.58,3.76
1249,Russel Arnold,658,948,18.0,36.56,4.16
1414,Steven Taylor,658,1040,32.0,20.56,3.8
701,Jonny Bairstow,657,1112,32.0,20.53,3.54
1045,Nathan McCullum,655,866,32.0,20.47,4.54
113,Andrew White,654,1016,32.0,20.44,3.86
321,Curtis Campher,654,883,13.0,50.31,4.44
1374,Shimron Hetmyer,652,800,26.0,25.08,4.89
800,Kushal Bhurtel,649,1013,35.0,18.54,3.84
314,Craig McMillan,646,841,20.0,32.3,4.61
952,Mitchell Marsh,644,958,28.0,23.0,4.03
696,Johnson Charles,641,1057,36.0,17.81,3.64
1240,Rovman Powell,639,873,26.0,24.58,4.39
655,Jason Roy,639,1135,42.0,15.21,3.38
437,Eric Szwarczynski,637,1041,25.0,25.48,3.67
593,Irfan Pathan,636,986,33.0,19.27,3.87
168,Ayaan Khan,636,952,24.0,26.5,4.01
583,Imran Farhat,630,1105,25.0,25.2,3.42
502,Graeme Cremer,628,1075,39.0,16.1,3.51
626,James Hopes,627,832,26.0,24.12,4.52
679,Jimmy Kamande,621,956,35.0,17.74,3.9
638,Jamie How,616,1053,22.0,28.0,3.51
20,Abdur Razzak,616,854,51.0,12.08,4.33
1461,Tanmay Mishra,614,855,18.0,34.11,4.31
957,Moeen Ali,612,870,34.0,18.0,4.22
954,Mitchell Santner,602,832,24.0,25.08,4.34
942,Michael van Lingen,601,793,19.0,31.63,4.55
348,Dasun Shanaka,600,832,27.0,22.22,4.33
1170,Rahmanullah Gurbaz,598,920,24.0,24.92,3.9
1253,Ryan Burl,597,917,25.0,23.88,3.91
175,Babar Hayat,596,852,14.0,42.57,4.2
453,Fawad Alam,593,916,14.0,42.36,3.88
1586,Will Young,591,811,11.0,53.73,4.37
276,Chirag Suri,587,1126,25.0,23.48,3.13
882,Marcus Stoinis,583,771,19.0,30.68,4.54
901,Matt Machan,581,829,18.0,32.28,4.21
181,Bas de Leede,579,1077,29.0,19.97,3.23
117,Andy McBrine,579,911,31.0,18.68,3.81
531,Hardik Pandya,578,624,15.0,38.53,5.56
1180,Rameez Shahzad,578,790,18.0,32.11,4.39
752,Kedar Jadhav,578,701,14.0,41.29,4.95
464,Fraser Watts,578,997,21.0,27.52,3.48
813,Kyle Mills,573,742,39.0,14.69,4.63
629,James Neesham,572,752,24.0,23.83,4.56
1132,Peter Moor,570,1015,34.0,16.76,3.37
1378,Shoaib Khan,569,715,14.0,40.64,4.77
74,Alex Hales,569,851,23.0,24.74,4.01
1390,Simon Katich,566,1013,22.0,25.73,3.35
103,Andre Russell,557,479,18.0,30.94,6.98
1031,Narsingh Deonarine,555,849,21.0,26.43,3.92
746,Kashyap Prajapati,554,851,23.0,24.09,3.91
1543,Usman Khawaja,553,810,17.0,32.53,4.1
1270,Sabbir Rahman,551,763,23.0,23.96,4.33
968,Mohammad Kaif,539,836,19.0,28.37,3.87
1433,Sunil Dhaniram,536,608,18.0,29.78,5.29
1615,Zane Green,536,711,22.0,24.36,4.52
1112,Pathum Nissanka,535,855,26.0,20.58,3.75
1527,Trent Johnston,533,625,31.0,17.19,5.12
1211,Richmond Mutumbami,532,762,29.0,18.34,4.19
1123,Peter Borren,532,757,26.0,20.46,4.22
602,JJ Smit,532,735,20.0,26.6,4.34
783,Kieran Powell,530,828,29.0,18.28,3.84
1239,Roston Chase,528,751,21.0,25.14,4.22
356,David Obuya,526,870,29.0,18.14,3.63
972,Mohammad Nadeem,523,874,16.0,32.69,3.59
479,Gavin Hamilton,521,938,21.0,24.81,3.33
530,Harbhajan Singh,519,749,34.0,15.26,4.16
845,Lorcan Tucker,515,765,22.0,23.41,4.04
1383,Shubman Gill,514,704,9.0,57.11,4.38
1492,Tim Bresnan,512,631,20.0,25.6,4.87
776,Khawar Ali,510,945,22.0,23.18,3.24
452,Farveez Maharoof,509,734,28.0,18.18,4.16
1006,Muhammad Waseem,505,836,31.0,16.29,3.62
1381,Shreyas Iyer,502,672,10.0,50.2,4.48
894,Marnus Labuschagne,501,687,16.0,31.31,4.38
1081,Nizakat Khan,495,663,15.0,33.0,4.48
658,Javed Ahmadi,493,834,30.0,16.43,3.55
1443,Sushant Modani,491,888,23.0,21.35,3.32
1027,Najmul Hossain Shanto,490,787,23.0,21.3,3.74
1400,Sourav Ganguly,490,932,18.0,27.22,3.15
1039,Nathan Astle,487,849,22.0,22.14,3.44
125,Anshy Rath,485,705,12.0,40.42,4.13
1393,Sohaib Maqsood,480,658,19.0,25.26,4.38
238,Brett Lee,479,668,26.0,18.42,4.3
770,Khaled Mashud,478,834,13.0,36.77,3.44
1324,Shadab Khan,478,694,21.0,22.76,4.13
374,Devon Smith,476,770,22.0,21.64,3.71
1139,Phillip Hughes,475,724,14.0,33.93,3.94
335,Danushka Gunathilaka,474,771,19.0,24.95,3.69
653,Jason Mohammed,473,780,25.0,18.92,3.64
552,Heinrich Klaasen,472,609,17.0,27.76,4.65
1295,Sandeep Goud,472,700,18.0,26.22,4.05
231,Brandon McMullen,470,560,7.0,67.14,5.04
1179,Rakep Patel,468,807,23.0,20.35,3.48
1476,Teja Nidamanuru,468,546,15.0,31.2,5.14
581,Imad Wasim,466,515,7.0,66.57,5.43
180,Bas Zuiderent,464,869,19.0,24.42,3.2
676,Jesse Ryder,464,744,22.0,21.09,3.74
525,Hamish Marshall,464,677,22.0,21.09,4.11
1581,Wessly Madhevere,464,660,24.0,19.33,4.22
633,James Taylor,462,635,12.0,38.5,4.37
1569,Wahab Riaz,456,542,25.0,18.24,5.05
304,Colin de Grandhomme,449,506,19.0,23.63,5.32
12,Aayan Afzal Khan,446,582,13.0,34.31,4.6
173,BJ Watling,445,711,19.0,23.42,3.76
32,Adam Voges,443,573,9.0,49.22,4.64
840,Lo-handre Louwrens,442,829,20.0,22.1,3.2
1477,Temba Bavuma,442,641,10.0,44.2,4.14
863,Mahuru Dai,439,550,13.0,33.77,4.79
786,Kiplin Doriga,439,896,29.0,15.14,2.94
970,Mohammad Mithun,438,645,18.0,24.33,4.07
245,Callum Ferguson,438,573,9.0,48.67,4.59
73,Alex Cusack,433,723,23.0,18.83,3.59
852,Luke Wright,433,573,22.0,19.68,4.53
639,Jan Frylinck,431,572,18.0,23.94,4.52
270,Charles Coventry,430,599,19.0,22.63,4.31
1495,Tim Paine,428,700,18.0,23.78,3.67
1277,Safyaan Sharif,424,618,21.0,20.19,4.12
204,Bhim Sharki,423,727,12.0,35.25,3.49
940,Michael Vaughan,423,711,18.0,23.5,3.57
99,Andre Botha,419,699,21.0,19.95,3.6
1398,Sompal Kami,418,637,26.0,16.08,3.94
172,Azmatullah Omarzai,417,476,9.0,46.33,5.26
1387,Simi Singh,417,685,18.0,23.17,3.65
1397,Solomon Mire,416,703,29.0,14.34,3.55
1576,Wavell Hinds,415,733,16.0,25.94,3.4
751,Keacy Carty,415,598,8.0,51.88,4.16
993,Mominul Haque,415,599,18.0,23.06,4.16
1558,Vikramjit Singh,411,743,15.0,27.4,3.32
883,Marcus Trescothick,411,719,16.0,25.69,3.43
951,Mitchell Johnson,411,573,32.0,12.84,4.3
1497,Tim Southee,409,505,35.0,11.69,4.86
1078,Niroshan Dickwella,409,595,21.0,19.48,4.12
1483,Thilan Samaraweera,403,591,12.0,33.58,4.09
516,Gulsan Jha,401,588,14.0,28.64,4.09
668,Jehan Mubarak,400,667,17.0,23.53,3.6
1265,Ryan Watson,399,607,15.0,26.6,3.94
659,Javed Omar,398,812,19.0,20.95,2.94
707,Josh Davey,396,624,19.0,20.84,3.81
313,Craig Kieswetter,396,602,15.0,26.4,3.95
1592,Xavier Marshall,396,748,26.0,15.23,3.18
1079,Nisarg Patel,395,639,24.0,16.46,3.71
850,Luke Ronchi,394,483,21.0,18.76,4.89
801,Kushal Malla,393,438,22.0,17.86,5.38
755,Keith Dabengwa,393,682,19.0,20.68,3.46
1215,Rilee Rossouw,392,596,15.0,26.13,3.95
352,David Hemp,390,603,9.0,43.33,3.88
450,Farhaan Behardien,389,553,19.0,20.47,4.22
491,Geraint Jones,388,648,20.0,19.4,3.59
891,Mark Watt,386,558,21.0,18.38,4.15
42,Afif Hossain,386,508,14.0,27.57,4.56
955,Mitchell Starc,382,519,23.0,16.61,4.42
451,Farhad Reza,377,590,23.0,16.39,3.83
1057,Nehemiah Odhiambo,375,546,35.0,10.71,4.12
698,Jonathan Carter,375,584,16.0,23.44,3.85
346,Daryl Mitchell,374,563,13.0,28.77,3.99
229,Brandon King,368,578,15.0,24.53,3.82
494,Ghulam Shabber,368,663,21.0,17.52,3.33
1525,Travis Head,366,629,21.0,17.43,3.49
846,Lou Vincent,363,629,18.0,20.17,3.46
302,Colin Munro,362,484,18.0,20.11,4.49
360,Dawid Malan,362,506,5.0,72.4,4.29
361,Dawlat Zadran,360,552,22.0,16.36,3.91
678,Jimmy Hansra,356,637,14.0,25.43,3.35
1192,Ravichandran Ashwin,353,503,19.0,18.58,4.21
1436,Suraj Kumar,351,472,12.0,29.25,4.46
736,Karan KC,349,448,25.0,13.96,4.67
1536,Umar Gul,349,508,31.0,11.26,4.12
1445,Sybrand Engelbrecht,348,502,10.0,34.8,4.16
623,James Faulkner,347,451,14.0,24.79,4.62
1319,Seren Waters,346,662,19.0,18.21,3.14
85,Alzarri Joseph,346,483,20.0,17.3,4.3
589,Innocent Kaia,345,593,17.0,20.29,3.49
1110,Parthiv Patel,344,501,13.0,26.46,4.12
97,Andile Phehlukwayo,343,521,16.0,21.44,3.95
665,Jeevan Mendis,341,501,23.0,14.83,4.08
1343,Shamarh Brooks,340,535,13.0,26.15,3.81
300,Colin Ackermann,340,460,13.0,26.15,4.43
1485,Thilina Kandamby,338,596,9.0,37.56,3.4
1252,Ruvindu Gunasekera,338,554,16.0,21.12,3.66
77,Alexei Kervezee,335,531,15.0,22.33,3.79
946,Milinda Siriwardana,335,380,15.0,22.33,5.29
1058,Neil Broom,335,459,8.0,41.88,4.38
316,Craig Wallace,333,429,16.0,20.81,4.66
1571,Wanindu Hasaranga,331,404,16.0,20.69,4.92
498,Glenn Phillips,330,398,7.0,47.14,4.97
563,Hiri Hiri,329,662,26.0,12.65,2.98
539,Harsh Thaker,328,482,6.0,54.67,4.08
40,Adrian Barath,326,554,10.0,32.6,3.53
301,Colin Ingram,325,499,12.0,27.08,3.91
1297,Sandeep Lamichhane,324,412,21.0,15.43,4.72
779,Khurram Khan,323,440,10.0,32.3,4.4
373,Devon Conway,322,561,15.0,21.47,3.44
849,Luke Jongwe,321,426,26.0,12.35,4.52
505,Graeme Swann,320,391,23.0,13.91,4.91
1223,Robin Uthappa,318,530,21.0,15.14,3.6
1523,Towhid Hridoy,315,474,14.0,22.5,3.99
1417,Stuart Broad,312,488,25.0,12.48,3.84
254,Carlton Baugh,310,476,15.0,20.67,3.91
390,Dimuth Karunaratne,310,570,21.0,14.76,3.26
637,Jamie Dalrymple,308,487,15.0,20.53,3.79
1129,Peter Handscomb,305,373,10.0,30.5,4.91
48,Ahmed Raza,305,535,30.0,10.17,3.42
1326,Shafiqullah,305,319,16.0,19.06,5.74
1367,Shayan Jahangir,303,336,8.0,37.88,5.41
645,Janneman Malan,301,496,13.0,23.15,3.64
842,Logan van Beek,300,446,14.0,21.43,4.04
573,Ian Holland,299,415,11.0,27.18,4.32
1404,Stephan Baard,299,552,17.0,17.59,3.25
1001,Mosaddek Hossain,297,477,13.0,22.85,3.74
864,Majid Haq,296,589,25.0,11.84,3.02
1049,Naved-ul-Hasan,295,378,19.0,15.53,4.68
1244,Ruben Trumpelmann,292,407,17.0,17.18,4.3
811,Kyle Mayers,291,471,16.0,18.19,3.71
1090,Nosthush Kenjige,287,424,15.0,19.13,4.06
83,Alok Kapali,287,446,16.0,17.94,3.86
1605,Zaheer Khan,287,458,22.0,13.05,3.76
1003,Mudassar Bukhari,285,394,19.0,15.0,4.34
1032,Naseem Khushi,285,282,17.0,16.76,6.06
36,Adil Rashid,283,369,16.0,17.69,4.6
929,Michael Jones,283,449,9.0,31.44,3.78
178,Barney Rogers,282,433,8.0,35.25,3.91
974,Mohammad Naveed,281,229,18.0,15.61,7.36
1275,Sadeera Samarawickrama,281,367,10.0,28.1,4.59
826,Lasith Malinga,280,475,54.0,5.19,3.54
1141,Pieter Seelaar,280,518,20.0,14.0,3.24
949,Mirwais Ashraf,278,451,21.0,13.24,3.7
685,Johan Botha,277,402,18.0,15.39,4.13
1542,Usman Ghani,275,411,12.0,22.92,4.01
976,Mohammad Rafique,273,437,25.0,10.92,3.75
1196,Ray Price,272,493,30.0,9.07,3.31
473,Gary Ballance,270,407,12.0,22.5,3.98
106,Andrew Hall,269,381,16.0,16.81,4.24
1126,Peter Forrest,267,437,8.0,33.38,3.67
212,Binod Bhandari,267,451,15.0,17.8,3.55
1484,Thilan Thushara,265,300,9.0,29.44,5.3
205,Bhuvneshwar Kumar,264,393,17.0,15.53,4.03
1259,Ryan McLaren,264,470,18.0,14.67,3.37
1276,Saeed Ajmal,264,464,36.0,7.33,3.41
165,Avishka Fernando,262,423,21.0,12.48,3.72
1222,Robin Peterson,262,355,13.0,20.15,4.43
405,Donald Tiripano,262,478,18.0,14.56,3.29
647,Jaskaran Malhotra,261,331,11.0,23.73,4.73
303,Colin Smith,260,405,15.0,17.33,3.85
1535,Umar Bhatti,260,336,12.0,21.67,4.64
1218,Rishabh Pant,259,361,7.0,37.0,4.3
225,Brad Hogg,258,370,15.0,17.2,4.18
1441,Suryakumar Yadav,258,319,12.0,21.5,4.85
261,Chamika Karunaratne,256,379,9.0,28.44,4.05
1291,Samit Patel,256,344,10.0,25.6,4.47
323,Daan van Bunge,255,391,11.0,23.18,3.91
146,Ashan Priyanjan,252,366,11.0,22.91,4.13
1360,Sharjeel Khan,251,335,12.0,20.92,4.5
280,Chris Greaves,250,323,12.0,20.83,4.64
1557,Vikram Solanki,249,385,6.0,41.5,3.88
745,Kashif Daud,249,290,10.0,24.9,5.15
792,Kraigg Brathwaite,246,422,9.0,27.33,3.5
1577,Wayne Parnell,244,368,12.0,20.33,3.98
1437,Suraj Randiv,244,339,10.0,24.4,4.32
47,Agha Salman,243,303,6.0,40.5,4.81
1202,Reeza Hendricks,241,476,16.0,15.06,3.04
459,Finn Allen,241,346,13.0,18.54,4.18
1111,Pat Cummins,241,341,14.0,17.21,4.24
1444,Swapnil Patil,241,373,7.0,34.43,3.88
