,bat,innings,entry,arrive_fow,exit,exit_fow,added
355,Darius D'Silva,5,22.0,1.0,82.0,3.008130081300813,60.0
356,Darren Bravo,116,45.0,1.5589262330859885,147.0,3.787647315582715,102.0
357,Darren Gough,8,164.0,8.091743119266056,204.0,9.073394495412844,39.0
358,Darren Lehmann,6,147.0,3.2989690721649483,221.0,5.247422680412371,75.0
359,Darren Ramsammy,1,175.0,9.0,175.0,9.0,0.0
360,Darron Reekers,9,1.0,0.0,46.0,1.3125,45.0
361,Daryl Mitchell,35,73.0,2.154551007941356,216.0,4.569945021380574,143.0
362,Daryl Tuffey,13,200.0,6.992481203007519,237.0,8.518796992481203,37.0
363,Daryn Dupavillon,1,276.0,9.0,292.0,10.0,16.0
364,Dasun Shanaka,63,121.0,4.4776016540317025,203.0,6.345968297725706,82.0
365,Dave Langford-Smith,14,150.0,7.872881355932203,171.0,8.813559322033898,21.0
366,Dave Mohammed,1,224.0,7.0,238.0,7.0,14.0
367,David Bernard,10,95.0,4.341232227488152,145.0,5.7725118483412325,51.0
368,David Hemp,14,27.0,1.770862800565771,176.0,6.33946251768034,149.0
369,David Hussey,61,103.0,3.298167409608717,191.0,5.6993561168895495,88.0
370,David Miller,147,126.0,3.659742605554301,230.0,5.654549559720027,104.0
371,David Murphy,7,119.0,5.25,142.0,7.341666666666667,23.0
372,David Obuya,34,15.0,0.6874391431353457,84.0,2.892891918208374,70.0
373,David Warner,159,2.0,0.0634528224145035,156.0,2.742617772284027,154.0
374,David Wiese,15,134.0,5.434210526315789,214.0,6.6421052631578945,80.0
375,David Willey,46,173.0,6.494334277620396,221.0,7.852691218130311,48.0
376,Dawid Malan,30,15.0,0.5996119016817594,196.0,3.7115135834411386,181.0
377,Dawlat Zadran,52,156.0,7.539291217257319,186.0,8.788906009244993,30.0
378,Dean Brownlie,15,14.0,0.44,93.0,2.372,79.0
379,Dean Elgar,7,80.0,2.149171270718232,152.0,4.823204419889502,72.0
380,Dean Foxcroft,1,49.0,2.0,49.0,2.0,0.0
381,Dean Minors,9,23.0,2.134259259259259,84.0,4.185185185185185,62.0
382,Deepak Chahar,9,182.0,5.889908256880734,256.0,7.3119266055045875,74.0
383,Deepak Hooda,7,153.0,3.922680412371134,211.0,5.984536082474227,58.0
384,Deighton Butler,3,166.0,8.083333333333334,209.0,8.666666666666666,44.0
385,Delyone Borden,6,62.0,3.5,95.0,5.56140350877193,33.0
386,Denesh Ramdin,110,95.0,3.818018664752333,187.0,6.396267049533381,92.0
387,Desmond Chumney,8,80.0,2.4125412541254128,163.0,4.577557755775578,83.0
388,Dev Khanal,12,31.0,1.1804979253112033,127.0,3.340248962655602,96.0
389,Devendra Bishoo,24,172.0,7.528301886792453,205.0,8.69811320754717,33.0
390,Devon Conway,31,12.0,0.37815126050420167,153.0,2.433473389355742,141.0
391,Devon Smith,38,5.0,0.35853468433359315,104.0,2.455962587685113,99.0
392,Devon Thomas,19,128.0,4.58575197889182,172.0,6.638522427440633,44.0
393,Dewald Nel,8,144.0,8.851851851851851,162.0,8.925925925925926,19.0
394,Dhammika Prasad,10,207.0,7.589743589743589,242.0,8.683760683760683,36.0
395,Dhananjaya Lakshan,2,153.0,4.615384615384615,164.0,5.615384615384615,11.0
396,Dhananjaya de Silva,82,91.0,3.1248465002046664,169.0,5.162095783872288,78.0
397,Dhawal Kulkarni,2,205.0,8.064516129032258,238.0,9.0,34.0
398,Dhiman Ghosh,12,110.0,5.5893719806763285,156.0,7.429951690821256,45.0
399,Dhiren Gondaria,2,59.0,4.0,78.0,8.91304347826087,19.0
400,Dilhara Fernando,29,166.0,8.491666666666667,187.0,9.395833333333334,22.0
401,Dilhara Lokuhettige,9,109.0,4.862385321100917,133.0,6.26605504587156,24.0
402,Dilon Heyliger,5,178.0,7.0,184.0,7.85,6.0
403,Dilpreet Bajwa,1,180.0,4.0,212.0,6.0,32.0
404,Dilruwan Perera,12,93.0,4.140096618357488,134.0,5.826086956521739,41.0
405,Dilshan Madushanka,10,155.0,9.012345679012345,181.0,9.777777777777779,26.0
406,Dilshan Munaweera,2,4.0,0.1724137931034483,38.0,2.8275862068965516,33.0
407,Dimitri Mascarenhas,13,133.0,5.619771863117871,183.0,7.684410646387833,50.0
408,Dimuth Karunaratne,46,11.0,0.3388235294117647,121.0,2.4888235294117647,111.0
409,Dinesh Chandimal,142,70.0,2.1457153642884106,175.0,4.850509626274066,105.0
410,Dinesh Karthik,78,67.0,1.9082755809213208,149.0,3.4785976355483084,82.0
411,Dinesh Mongia,8,69.0,2.907849829351536,161.0,5.716723549488054,92.0
412,Dion Ebrahim,4,10.0,1.0,80.0,2.0,70.0
413,Dion Myers,5,65.0,2.372670807453416,116.0,3.8385093167701863,50.0
414,Dipendra Singh Airee,52,69.0,3.721690590111643,157.0,5.820574162679426,88.0
415,Dirk Nannes,1,344.0,9.0,345.0,10.0,1.0
416,Divan la Cock,16,3.0,0.004201680672268907,59.0,1.903361344537815,56.0
417,Dogodo Bau,13,102.0,4.3126684636118595,167.0,6.452830188679245,65.0
418,Dolar Mahmud,4,158.0,7.75,199.0,8.727272727272727,41.0
419,Dom Joyce,3,23.0,1.2295081967213115,50.0,2.8524590163934427,27.0
420,Dominic Blampied,2,105.0,4.076923076923077,127.0,5.0,22.0
421,Dominic Drakes,2,225.0,7.444444444444445,239.0,8.444444444444445,15.0
422,Dominic Wesonga,4,92.0,5.137614678899083,139.0,6.091743119266055,47.0
423,Dominique Rikhi,2,8.0,0.8,15.0,1.8,7.0
424,Don Maxwell,4,120.0,4.620689655172414,207.0,6.422413793103448,87.0
425,Donald Tiripano,29,133.0,6.386404293381037,180.0,7.994633273703041,47.0
426,Doug Bollinger,7,171.0,8.296296296296296,223.0,9.222222222222221,52.0
427,Doug Bracewell,14,148.0,6.261648745519714,200.0,7.870967741935484,52.0
428,Dougie Brown,5,70.0,4.0,141.0,6.324503311258278,71.0
429,Dougie Lockhart,9,107.0,5.0,169.0,7.130293159609121,62.0
430,Douglas Hondo,3,181.0,8.0,204.0,9.051282051282051,23.0
431,Duncan Allan,5,16.0,0.4675324675324675,53.0,1.9090909090909092,37.0
432,Dunith Wellalage,17,157.0,5.854037267080745,206.0,7.319875776397516,48.0
433,Durand Soraine,3,190.0,7.4,200.0,8.733333333333333,10.0
434,Dushan Hemantha,4,143.0,6.318181818181818,175.0,7.2272727272727275,32.0
435,Dushmantha Chameera,34,172.0,7.622767857142857,198.0,8.703125,27.0
436,Dwaine Pretorius,13,164.0,4.961206896551724,205.0,6.551724137931035,41.0
437,Dwayne Bravo,131,98.0,3.3527088036117383,176.0,5.369356659142213,77.0
438,Dwayne Leverock,12,145.0,7.685714285714286,171.0,9.138095238095238,27.0
439,Dwayne Smith,74,61.0,2.626928471248247,134.0,4.612201963534362,73.0
440,Dylan Budge,15,137.0,4.08125,193.0,4.940625,56.0
441,Ebadot Hossain,6,201.0,8.166666666666666,204.0,8.61111111111111,3.0
442,Ed Joyce,77,19.0,0.8186753528773073,150.0,3.8526058631921822,131.0
443,Ed Rainsford,16,136.0,8.616071428571429,149.0,9.0,13.0
444,Eddie Richardson,1,131.0,6.0,146.0,7.0,15.0
445,Edgar Schiferli,9,164.0,7.864406779661017,188.0,8.627118644067796,24.0
446,Ehsan Adil,4,197.0,7.255813953488372,218.0,9.30232558139535,22.0
447,Ehsan Khan,12,113.0,5.324675324675325,155.0,7.471861471861472,41.0
448,Ehsan Nawaz,8,116.0,7.574712643678161,154.0,9.206896551724139,38.0
449,Eion Katchay,2,174.0,8.756756756756756,195.0,9.756756756756756,20.0
450,Elias Sunny,4,159.0,7.909090909090909,160.0,8.363636363636363,2.0
451,Elijah Otieno,15,154.0,8.42142857142857,171.0,9.0,17.0
452,Elliot Miles,3,203.0,9.0,207.0,9.666666666666666,4.0
453,Elmore Hutchinson,8,119.0,7.118881118881119,174.0,8.461538461538462,55.0
454,Elton Chigumbura,173,102.0,4.177938144329897,175.0,6.404742268041237,73.0
455,Enamul Haque jnr,4,249.0,7.631578947368421,255.0,8.473684210526315,6.0
456,Eoin Morgan,224,85.0,2.469256057469865,194.0,4.50200901010593,110.0
457,Eric Szwarczynski,34,10.0,0.6106259097525473,116.0,3.2925764192139737,106.0
458,Ethan D'Souza,2,96.0,2.2857142857142856,104.0,4.0,8.0
459,Evin Lewis,54,2.0,0.17421602787456447,126.0,2.778310104529617,124.0
460,Fabian Allen,14,143.0,6.043478260869565,187.0,7.434782608695652,44.0
461,Faf du Plessis,136,53.0,1.4682664982633407,183.0,3.6550363119671614,130.0
462,Fahad Alhashmi,3,182.0,8.571428571428571,185.0,9.428571428571429,3.0
463,Fahad Nawaz,2,53.0,4.2,67.0,5.1,14.0
464,Faheem Ashraf,24,156.0,5.366197183098592,185.0,6.711267605633803,29.0
465,Faisal Hossain,1,235.0,6.0,250.0,8.0,15.0
466,Faisal Iqbal,1,56.0,4.0,109.0,5.0,53.0
467,Faiz Fazal,1,0.0,0.0,126.0,0.0,126.0
468,Fakhar Zaman,81,3.0,0.0931333859510655,149.0,2.452249408050513,146.0
469,Faraz Akram,1,190.0,6.0,202.0,8.0,12.0
470,Fareed Ahmad,7,166.0,8.194029850746269,196.0,9.432835820895523,30.0
471,Farhaan Behardien,49,152.0,4.020646319569121,220.0,6.38689407540395,68.0
472,Farhad Reza,29,100.0,4.944360902255639,139.0,6.360902255639098,39.0
473,Farveez Maharoof,62,159.0,5.641396933560477,205.0,7.367972742759796,45.0
474,Fawad Ahmed,1,294.0,9.0,298.0,9.0,4.0
475,Fawad Alam,36,91.0,3.6099773242630384,205.0,6.560846560846561,113.0
476,Fayyaz Ahmed,3,103.0,5.365384615384615,171.0,8.096153846153847,67.0
477,Fayyaz Butt,14,155.0,6.807017543859649,186.0,8.076023391812866,31.0
478,Fazalhaq Farooqi,15,187.0,8.625,196.0,9.375,9.0
479,Fazle Mahmud,2,92.0,1.0,92.0,2.0,0.0
480,Fidel Edwards,19,169.0,8.586666666666666,187.0,9.28,18.0
481,Finn Allen,21,1.0,0.1946624803767661,84.0,2.607535321821036,83.0
482,Fiqre Crockwell,2,5.0,0.14953271028037382,101.0,1.1495327102803738,96.0
483,Floyd Reifer,6,87.0,2.9583333333333335,165.0,5.989583333333333,77.0
484,Forster Mutizwa,15,72.0,3.0776699029126213,177.0,4.4,105.0
485,Francis Otieno,3,67.0,2.9375,76.0,4.125,9.0
486,Fraser Watts,24,7.0,0.1919451585261354,113.0,3.5586975149957154,106.0
487,Fred Klaassen,15,183.0,8.12,199.0,9.128,16.0
488,Freddie Coleman,14,49.0,2.2625698324022347,119.0,3.7597765363128492,70.0
489,Friday Kasteni,2,0.0,1.0,13.0,2.9166666666666665,13.0
490,Gajanand Singh,32,95.0,3.5033167495854065,179.0,6.076285240464345,84.0
491,Gareth Batty,4,95.0,7.786885245901639,134.0,8.770491803278688,39.0
492,Gareth Delany,18,118.0,3.132,153.0,4.788,35.0
493,Gareth Hopkins,16,128.0,5.0504731861198735,178.0,7.0504731861198735,50.0
494,Garnett Kruger,2,186.0,9.0,187.0,9.7,1.0
495,Gary Ballance,20,55.0,1.454404945904173,152.0,4.344667697063369,97.0
496,Gary Brent,18,129.0,6.722044728434505,183.0,8.456869009584665,54.0
497,Gary Wilson,95,81.0,2.9384400139909057,166.0,5.210213361315145,86.0
498,Gaudi Toka,21,65.0,2.5595959595959594,108.0,4.098989898989899,42.0
499,Gautam Gambhir,138,16.0,0.3944863800459468,156.0,2.8127666557269446,140.0
500,Gavin Ewing,6,139.0,6.5234375,192.0,7.6015625,53.0
501,Gavin Hamilton,23,14.0,0.6695205479452054,139.0,4.495719178082192,125.0
502,Gavin Main,3,87.0,7.0,149.0,8.561797752808989,62.0
503,Gavin Tonge,3,129.0,9.0,139.0,9.375,9.0
504,Geert-Maarten Mol,1,104.0,6.0,127.0,8.0,23.0
505,Geoff Barnett,14,14.0,0.6555323590814196,78.0,2.3695198329853864,65.0
506,George Bailey,85,74.0,2.399891774891775,193.0,4.796807359307359,119.0
507,George Codrington,7,113.0,4.968,156.0,6.752,43.0
508,George Dockrell,84,129.0,5.299647473560517,199.0,7.250293772032903,70.0
509,George Linde,2,96.0,6.0,137.0,8.419354838709678,41.0
510,George Munsey,56,69.0,2.390909090909091,152.0,4.143636363636364,83.0
511,George O'Brien,2,196.0,6.5,203.0,8.0,6.0
512,George Worker,10,36.0,0.6282051282051282,129.0,2.7051282051282053,93.0
513,Geraint Jones,31,86.0,3.5924617196702004,149.0,5.510011778563015,63.0
514,Gerald Coetzee,7,152.0,6.055555555555555,187.0,7.411111111111111,35.0
515,Gerhard Erasmus,44,46.0,2.0745313214449017,165.0,5.027892089620485,119.0
516,Ghulam Shabber,23,18.0,1.0884848484848484,106.0,3.7551515151515154,88.0
517,Glen Chapple,1,266.0,6.0,285.0,7.0,19.0
518,Glenn Blakeney,2,121.0,3.0,174.0,4.0,53.0
519,Glenn Maxwell,127,136.0,3.6737543636940653,226.0,5.510314185972707,90.0
520,Glenn McGrath,16,215.0,8.645833333333334,220.0,9.0,6.0
521,Glenn Phillips,24,126.0,4.040207522697795,213.0,6.429312581063554,87.0
522,Glenn Rogers,4,97.0,7.685185185185185,126.0,8.24074074074074,29.0
523,Gordon Drummond,20,146.0,7.115671641791045,179.0,8.544776119402986,33.0
524,Gordon Goudie,9,100.0,6.98019801980198,125.0,8.445544554455445,26.0
525,Graeme Cremer,67,122.0,6.45251857968621,162.0,8.05532617671346,40.0
526,Graeme McCarter,1,241.0,9.0,241.0,9.0,0.0
527,Graeme Smith,139,2.0,0.054031860732468386,129.0,2.5314501560190505,127.0
528,Graeme Swann,48,168.0,6.658362989323844,199.0,7.891459074733096,31.0
529,Graham Hume,6,170.0,7.648648648648648,192.0,8.824324324324325,21.0
530,Graham Manou,1,231.0,6.0,240.0,7.0,9.0
531,Graham Onions,1,251.0,9.0,252.0,9.0,1.0
532,Grant Elliott,69,84.0,3.0956239870340356,186.0,5.537277147487845,102.0
533,Grant Flower,2,93.0,3.0,134.0,4.0,40.0
534,Greg Lamb,14,73.0,3.8766066838046274,131.0,5.660668380462725,58.0
535,Greg Thompson,2,187.0,8.0,208.0,9.904761904761905,21.0
536,Gregor Maiden,6,45.0,1.9712230215827338,94.0,3.539568345323741,49.0
537,Gregory Strydom,6,70.0,2.858638743455497,136.0,5.869109947643979,66.0
538,Gudakesh Motie,9,120.0,7.99009900990099,150.0,9.069306930693068,30.0
539,Gulam Bodi,2,2.0,0.75,123.0,2.5,121.0
540,Gulbadin Naib,71,82.0,3.4357142857142855,153.0,5.5738095238095235,71.0
541,Gulsan Jha,22,110.0,5.038028169014084,168.0,6.671830985915493,58.0
542,Gurdeep Singh,1,1.0,0.0,7.0,2.0,6.0
543,Gurkeerat Singh Mann,2,271.0,3.5384615384615383,280.0,5.0,9.0
544,Gus Atkinson,6,167.0,7.7272727272727275,217.0,9.50909090909091,49.0
545,Gyanendra Malla,37,12.0,0.7834204630321135,93.0,3.5870052277819267,81.0
546,Habibul Bashar,38,72.0,2.9802677942212825,146.0,5.014799154334038,74.0
547,Haider Ali,2,77.0,2.0,105.0,3.0,28.0
548,Hamid Hassan,21,147.0,8.16915422885572,175.0,9.487562189054726,28.0
549,Hamilton Masakadza,193,14.0,0.5403877221324718,113.0,2.981825525040388,100.0
550,Hamish Bennett,5,207.0,9.0,219.0,9.285714285714286,13.0
551,Hamish Gardiner,11,6.0,0.8148148148148148,110.0,3.25679012345679,104.0
552,Hamish Marshall,34,72.0,2.539249146757679,145.0,4.651877133105802,73.0
553,Hamish Rutherford,4,2.0,0.3392857142857143,14.0,2.125,12.0
554,Hammad Azam,7,94.0,4.105263157894737,151.0,5.135338345864661,57.0
555,Hamza Tahir,8,149.0,9.049382716049383,181.0,9.91358024691358,31.0
556,Hamza Tariq,6,102.0,4.987730061349693,172.0,8.208588957055214,70.0
557,Harbhajan Singh,78,163.0,6.354536950420954,205.0,7.762394761459308,42.0
558,Hardik Pandya,61,145.0,3.98419452887538,232.0,5.654711246200608,86.0
559,Haris Rauf,14,217.0,8.736263736263735,241.0,9.703296703296703,23.0
560,Haris Sohail,44,67.0,2.1206318812829106,189.0,4.28338918142652,122.0
561,Harishankar Shah,2,39.0,3.32,46.0,4.32,7.0
562,Harrison Carlyon,5,0.0,0.0,78.0,2.3705882352941177,78.0
563,Harry Brook,15,74.0,2.2505800464037122,167.0,5.0116009280742455,93.0
564,Harry Gurney,6,192.0,9.0,199.0,9.424242424242424,7.0
565,Harry Tector,41,57.0,1.9662130455185358,192.0,4.727827311121539,135.0
566,Harsh Thaker,12,69.0,3.2547660311958406,178.0,5.277296360485269,109.0
567,Harvir Baidwan,20,129.0,7.170149253731343,169.0,8.235820895522387,40.0
568,Hasan Ali,38,188.0,6.985029940119761,223.0,8.20059880239521,35.0
569,Hasan Durham,2,133.0,6.714285714285714,158.0,7.714285714285714,25.0
570,Hasan Mahmud,14,164.0,7.577981651376147,181.0,8.458715596330276,17.0
571,Hasantha Fernando,2,122.0,5.0,131.0,5.933333333333334,9.0
572,Haseeb Amjad,6,161.0,6.623529411764705,199.0,8.129411764705882,38.0
573,Hashim Amla,178,2.0,0.01587639850825786,167.0,2.7289291422482687,165.0
574,Hashmatullah Shahidi,78,70.0,2.2297949336550063,177.0,4.830518697225573,107.0
575,Hasti Gul,1,262.0,6.0,295.0,8.0,33.0
576,Hayden Walsh,13,131.0,6.5096525096525095,183.0,8.517374517374517,51.0
577,Hazrat Bilal,4,98.0,8.944444444444445,165.0,9.0,67.0
578,Hazratullah Zazai,16,1.0,0.00963855421686747,49.0,1.9903614457831325,48.0
579,Heath Streak,6,70.0,5.408360128617363,161.0,8.321543408360128,91.0
580,Heinrich Klaasen,50,105.0,3.021094264996704,219.0,5.145682267633487,114.0
581,Henk-Jan Mol,2,58.0,5.0,102.0,6.0,44.0
582,Henry Davids,2,34.0,1.0,43.0,2.0,9.0
583,Henry Nicholls,73,61.0,1.8197920677705044,167.0,3.725452445128995,106.0
584,Henry Osinde,15,150.0,8.48076923076923,164.0,8.98076923076923,14.0
585,Henry Shipley,6,207.0,6.634146341463414,221.0,7.829268292682927,14.0
586,Herschelle Gibbs,85,28.0,1.1833557046979866,157.0,3.5793288590604027,130.0
587,Hila Vare,5,176.0,7.612903225806452,187.0,8.806451612903226,10.0
588,Hilton Cartwright,2,2.0,0.0,7.0,1.0,4.0
589,Hiral Patel,23,3.0,0.0821917808219178,80.0,2.5085616438356166,77.0
590,Hiren Varaiya,33,135.0,7.248394004282655,174.0,8.597430406852249,39.0
591,Hiri Hiri,34,76.0,3.2822384428223845,127.0,5.474452554744525,50.0
592,Hitesh Modi,2,58.0,3.0,95.0,6.0,38.0
593,Hussain Butt,2,40.0,1.5517241379310345,50.0,3.4482758620689653,10.0
594,Hussain Talat,1,87.0,5.0,92.0,6.0,5.0
595,Iain O'Brien,2,168.0,9.0,187.0,9.0,19.0
596,Iain Wardlaw,11,170.0,8.926829268292684,178.0,9.24390243902439,7.0
597,Ian Bell,152,28.0,0.8394740644415547,141.0,3.0104031209362807,112.0
598,Ian Billcliff,7,76.0,2.067415730337079,136.0,4.696629213483146,60.0
599,Ian Blackwell,10,133.0,5.456953642384106,163.0,7.105960264900662,31.0
600,Ian Bradshaw,29,162.0,7.340101522842639,195.0,8.449238578680204,33.0
601,Ian Butler,7,146.0,7.169354838709677,173.0,9.008064516129032,27.0
602,Ian Holland,14,74.0,3.311850311850312,155.0,6.0997920997921,81.0
603,Ian Nicolson,2,159.0,9.0,211.0,10.0,52.0
604,Ian Stanger,1,1.0,0.0,10.0,2.0,9.0
605,Ibrahim Zadran,33,4.0,0.03812636165577342,173.0,2.84640522875817,170.0
606,Iftikhar Ahmed,24,138.0,4.047138047138047,223.0,5.6952861952861955,85.0
607,Iftikhar Anjum,32,161.0,7.80719794344473,187.0,9.048843187660669,26.0
608,Ihsanullah,16,3.0,0.0,75.0,1.4831460674157304,72.0
609,Ikram Alikhil,20,82.0,3.167259786476868,166.0,5.094306049822064,84.0
610,Imad Wasim,40,171.0,5.017429193899782,245.0,6.810457516339869,74.0
611,Imam-ul-Haq,71,2.0,0.06670074111934578,159.0,2.8106312292358804,156.0
612,Imran Farhat,37,5.0,0.1308641975308642,110.0,2.4864197530864196,105.0
613,Imran Haider,14,118.0,7.25,138.0,7.978571428571429,21.0
614,Imran Nazir,18,1.0,0.09197651663405088,110.0,3.3072407045009786,109.0
615,Imran Tahir,32,193.0,8.785407725321889,212.0,9.399141630901287,19.0
616,Imrul Kayes,78,8.0,0.31447963800904977,140.0,3.3710407239819005,132.0
617,Indika Batuwitarachchi,2,24.0,1.0,90.0,2.0,66.0
618,Innocent Kaia,19,4.0,0.5680555555555555,101.0,2.926388888888889,97.0
619,Inzamam-ul-Haq,46,83.0,2.9344349680170576,176.0,5.890724946695096,93.0
620,Irfan Ahmed,6,19.0,1.3692307692307693,60.0,2.7615384615384615,41.0
621,Irfan Karim,9,15.0,0.43202979515828677,176.0,3.201117318435754,160.0
622,Irfan Pathan,65,97.0,3.8990498812351544,166.0,5.5457244655581945,69.0
623,Irfan Sajid,1,191.0,7.0,192.0,8.0,1.0
624,Irving Romaine,17,31.0,1.8221709006928406,120.0,5.595842956120093,89.0
625,Ish Sodhi,22,194.0,7.078767123287672,229.0,8.530821917808218,35.0
626,Ishan Kishan,24,44.0,1.105543710021322,174.0,2.798507462686567,130.0
627,Ishant Sharma,26,171.0,8.497607655502392,186.0,9.511961722488039,16.0
628,Ishara Amerasinghe,4,167.0,9.0,169.0,9.0,1.0
629,Ishwarjot Sohi,1,212.0,9.0,217.0,10.0,5.0
630,Isuru Udana,18,163.0,6.790697674418604,208.0,8.492248062015504,45.0
631,Izatullah Dawlatzai,3,139.0,9.0,148.0,9.407407407407407,9.0
632,JJ Smit,31,110.0,4.219191919191919,181.0,6.71010101010101,71.0
633,JJ Smuts,5,51.0,1.4206008583690988,167.0,3.3776824034334765,116.0
634,JP Kotze,11,19.0,0.9345088161209067,107.0,2.496221662468514,88.0
635,Jack Brassell,1,190.0,9.0,203.0,10.0,13.0
636,Jack Jarvis,3,120.0,6.040816326530612,185.0,7.040816326530612,65.0
637,Jack Vare,9,120.0,5.747826086956522,150.0,7.086956521739131,29.0
638,Jacob Duffy,2,157.0,8.0,159.0,9.0,2.0
639,Jacob Mulder,1,234.0,8.0,262.0,9.0,28.0
640,Jacob Oram,63,118.0,4.499717992103779,201.0,6.299492385786802,83.0
641,Jacobi Robinson,1,182.0,6.0,203.0,7.0,21.0
642,Jacques Kallis,120,42.0,1.1625521557719054,176.0,3.731050069541029,134.0
643,Jacques Rudolph,11,56.0,1.6390134529147982,121.0,3.2847533632286994,65.0
644,Jade Dernbach,8,204.0,9.0,211.0,9.725,7.0
645,Jahmar Hamilton,1,93.0,5.0,117.0,6.0,24.0
646,Jahurul Islam,13,46.0,1.6613756613756614,113.0,2.8703703703703702,67.0
647,Jai Prakash Yadav,5,64.0,5.97457627118644,163.0,8.491525423728813,99.0
648,Jake Ball,6,174.0,8.82,197.0,9.6,22.0
649,Jake Dunford,4,178.0,6.703703703703703,186.0,8.074074074074074,7.0
650,Jake Fraser-McGurk,2,0.0,0.0,55.0,1.0,55.0
651,James Anderson,57,177.0,8.694877505567929,197.0,9.44097995545657,20.0
652,James Cameron-Dow,1,99.0,9.0,112.0,9.0,13.0
653,James Celestine,3,11.0,1.703125,32.0,3.140625,21.0
654,James Faulkner,52,172.0,5.73828125,239.0,7.5146484375,67.0
655,James Franklin,63,126.0,5.036388140161725,198.0,7.16711590296496,73.0
656,James Hall,3,7.0,0.3,30.0,2.05,23.0
657,James Hopes,61,147.0,4.5515320334261835,210.0,6.6155988857938715,63.0
658,James Marshall,9,57.0,1.7341040462427746,120.0,4.23121387283237,64.0
659,James McCollum,10,4.0,0.01056338028169014,87.0,2.257042253521127,84.0
660,James Neesham,65,133.0,3.9875979112271542,206.0,5.657310704960835,73.0
661,James Ngoche,10,125.0,8.11111111111111,155.0,9.454545454545455,30.0
662,James Pattinson,8,152.0,6.975609756097561,176.0,7.829268292682927,24.0
663,James Shannon,1,179.0,5.0,186.0,6.0,7.0
664,James Taylor,26,45.0,1.7353463587921847,173.0,4.793072824156305,128.0
665,James Tredwell,25,170.0,7.287449392712551,192.0,8.562753036437247,22.0
666,James Vince,22,18.0,0.9971949509116409,116.0,2.997194950911641,99.0
667,Jamie Atkinson,9,27.0,1.614730878186969,88.0,4.453257790368272,61.0
668,Jamie Dalrymple,26,130.0,4.4756277695716395,201.0,6.9098966026587885,72.0
669,Jamie How,37,17.0,0.6749688667496887,133.0,3.028019925280199,117.0
670,Jamie Smith,1,205.0,4.0,223.0,5.0,18.0
671,Jan Frylinck,29,112.0,4.503457814661134,181.0,6.484094052558783,69.0
672,Jan Nicol Loftie-Eaton,33,71.0,3.353271028037383,156.0,5.085981308411215,85.0
673,Jan Stander,5,111.0,5.184210526315789,138.0,6.052631578947368,28.0
674,Jan-Izak de Villiers,1,94.0,9.0,94.0,10.0,0.0
675,Janeiro Tucker,14,53.0,3.886039886039886,100.0,5.074074074074074,48.0
676,Janith Liyanage,6,80.0,3.1950617283950615,209.0,7.125925925925926,130.0
677,Janneman Malan,22,1.0,0.0008496176720475786,180.0,2.982158028887001,179.0
678,Jasdeep Singh,18,134.0,6.531073446327683,177.0,7.9124293785310735,43.0
679,Jaskaran Malhotra,18,57.0,2.8063829787234043,157.0,5.682978723404255,100.0
680,Jason Behrendorff,6,235.0,7.6521739130434785,243.0,8.565217391304348,8.0
681,Jason Gillespie,7,208.0,7.75,258.0,8.097222222222221,50.0
682,Jason Holder,112,132.0,5.023052464228935,202.0,7.095786963434022,71.0
683,Jason Kila,12,103.0,5.686746987951807,144.0,7.7269076305220885,41.0
684,Jason Krejza,2,176.0,7.0,195.0,7.76,19.0
685,Jason Mohammed,31,67.0,2.869022869022869,144.0,4.9002079002079,77.0
686,Jason Patraj,2,135.0,6.125,183.0,7.125,49.0
687,Jason Roy,110,1.0,0.000481811611659841,135.0,1.960491447843893,134.0
688,Jasprit Bumrah,22,202.0,7.719512195121951,228.0,8.634146341463415,26.0
689,Jatinder Singh,45,2.0,0.11690647482014388,95.0,2.147482014388489,92.0
690,Javed Ahmadi,43,4.0,0.13858497447118892,86.0,2.412837345003647,83.0
691,Javed Omar,21,0.0,0.0608875128998968,104.0,3.42827657378741,104.0
692,Jawad Dawood,1,151.0,6.0,178.0,6.0,27.0
693,Jay Odedra,3,193.0,7.625,198.0,8.25,4.0
694,Jayant Yadav,2,218.0,6.0,229.0,6.857142857142857,11.0
695,Jayden Seales,5,126.0,9.0,143.0,9.390243902439025,17.0
696,Jean-Paul Duminy,173,106.0,2.7596279373368144,209.0,4.773498694516971,103.0
697,Jeetan Patel,13,151.0,8.662650602409638,184.0,9.518072289156626,33.0
698,Jeevan Mendis,44,150.0,5.00763358778626,209.0,6.478371501272265,59.0
699,Jeff Wilson,2,142.0,7.0,199.0,8.0,56.0
700,Jeffrey Vandersay,14,132.0,7.2125,173.0,8.033333333333333,41.0
701,Jehan Mubarak,29,55.0,2.4697469746974696,133.0,4.757975797579758,78.0
702,Jekon Edness,6,14.0,0.7192982456140351,123.0,5.364912280701755,109.0
703,Jeremy Bray,11,1.0,0.40047961630695444,115.0,3.8513189448441247,114.0
704,Jeremy Gordon,7,139.0,8.777777777777779,146.0,9.311111111111112,8.0
705,Jermaine Blackwood,3,64.0,2.255813953488372,93.0,3.441860465116279,29.0
706,Jermaine Lawson,2,176.0,9.0,187.0,9.666666666666666,10.0
707,Jeroen Smits,8,121.0,6.875,165.0,8.6375,44.0
708,Jerome Taylor,42,173.0,7.314984709480123,194.0,8.308868501529052,22.0
