,bat,runs,balls,dismissals,avg,rpo
272,Craig Wishart,3,8,1.0,3.0,2.25
747,Malinda Pushpakumara,3,18,1.0,3.0,1.0
373,Enamul Haque jnr,3,8,3.0,1.0,2.25
1337,Venugopal Rao,3,7,1.0,3.0,2.57
926,Noor Ahmad,3,8,2.0,1.5,2.25
265,Courtney Kruger,3,20,2.0,1.5,0.9
1141,Shahzad Khan,2,7,1.0,2.0,1.71
1026,Rehan Ahmed,2,7,1.0,2.0,1.71
117,Asad Ali,2,10,1.0,2.0,1.2
438,Greg Thompson,2,21,2.0,1.0,0.57
440,Gregory Strydom,2,9,2.0,1.0,1.33
1282,Tim Ambrose,2,11,1.0,2.0,1.09
1003,Ramesh David,2,18,1.0,2.0,0.67
1152,Shanan Stewart,2,10,2.0,1.0,1.2
1334,Varun Aaron,2,4,1.0,2.0,3.0
288,Danish Kaneria,2,4,1.0,2.0,3.0
961,Peter Gillespie,2,11,2.0,1.0,1.09
1066,Rustam Bhatti,2,3,,,4.0
510,Irfan Sajid,2,5,1.0,2.0,2.4
916,Nigel Jones,2,4,1.0,2.0,3.0
162,Ben Shikongo,2,11,2.0,1.0,1.09
1129,Sewnarine Chattergoon,2,9,1.0,2.0,1.33
471,Hazrat Bilal,2,9,,,1.33
1079,Saad Bin Zafar,2,4,1.0,2.0,3.0
138,Austin Richards,2,2,1.0,2.0,6.0
564,Jay Odedra,2,6,,,2.0
565,Jayant Yadav,2,6,1.0,2.0,2.0
1192,Sisanda Magala,2,6,1.0,2.0,2.0
497,Ihsanullah,2,6,1.0,2.0,2.0
1071,Ryan Higgins,2,17,1.0,2.0,0.71
988,Qasim Sheikh,2,11,1.0,2.0,1.09
574,Jeremy Gordon,2,14,1.0,2.0,0.86
719,Lizaad Williams,2,3,1.0,2.0,4.0
716,Lionel Baker,2,11,2.0,1.0,1.09
1336,Venkatesh Iyer,2,7,1.0,2.0,1.71
1255,Tanbir Hayder,2,5,1.0,2.0,2.4
955,Pedro Collins,2,8,2.0,1.0,1.5
751,Manjula Guruge,2,3,,,4.0
618,Justin Ontong,2,4,,,3.0
224,Chanaka Welegedara,1,1,,,6.0
221,Chaminda Bandara,1,3,,,2.0
180,Bjorn Fortuin,1,2,1.0,1.0,3.0
1302,Tom Heggelman,1,3,,,2.0
1374,Yodhin Punja,1,6,1.0,1.0,1.0
177,Billy Stanlake,1,4,1.0,1.0,1.5
848,Mohsin Mulla,1,11,1.0,1.0,0.55
1290,Timil Patel,1,1,,,6.0
1154,Shane Getkate,1,3,,,2.0
986,Qais Ahmad,1,4,1.0,1.0,1.5
993,Rahat Ali,1,8,1.0,1.0,0.75
999,Rahul Sharma,1,2,1.0,1.0,3.0
62,Alfred Luseno,1,9,1.0,1.0,0.67
656,Khaled Ahmed,1,2,1.0,1.0,3.0
650,Kesrick Williams,1,2,1.0,1.0,3.0
648,Keon Harding,1,1,,,6.0
632,Karim Janat,1,1,1.0,1.0,6.0
123,Ashfaq Ahmed,1,3,1.0,1.0,2.0
53,Alawi Shukri,1,3,1.0,1.0,2.0
174,Bikram Sob,1,10,1.0,1.0,0.6
566,Jayden Seales,1,13,2.0,0.5,0.46
550,Jan Stander,1,13,1.0,1.0,0.46
1089,Sagar Dhakal,1,12,,,0.5
1118,Scott Cameron,1,2,1.0,1.0,3.0
980,Praveen Jayawickrama,1,1,,,6.0
979,Prasidh Krishna,1,9,1.0,1.0,0.67
978,Prasanna Jayawardene,1,3,1.0,1.0,2.0
911,Nestor Dhamba,1,14,1.0,1.0,0.43
82,Andre Adams,1,2,1.0,1.0,3.0
80,Anderson Phillip,1,3,1.0,1.0,2.0
880,Nandre Burger,1,7,,,0.86
798,Michael Mason,1,19,2.0,0.5,0.32
897,Navdeep Poonia,1,4,1.0,1.0,1.5
100,Angelo Perera,1,5,1.0,1.0,1.2
915,Nicky Boje,1,2,1.0,1.0,3.0
977,Pramod Madushan,1,3,1.0,1.0,2.0
745,Malachi Jones,1,12,2.0,0.5,0.5
106,Anthony Ireland,1,19,2.0,0.5,0.32
949,Paul Hoffmann,1,4,1.0,1.0,1.5
710,Leon Johnson,1,28,3.0,0.33,0.21
705,Lance Hamilton,1,2,,,3.0
695,Kyle Phillip,1,3,1.0,1.0,2.0
480,Hilton Cartwright,1,8,1.0,1.0,0.75
584,Joe Mennie,1,4,2.0,0.5,1.5
163,Ben Stevens,1,5,1.0,1.0,1.2
451,Hamish Gardiner,1,16,1.0,1.0,0.38
1227,Subashis Roy,1,9,,,0.67
1267,Taurai Muzarabani,1,8,1.0,1.0,0.75
1193,Skhawat Ali,1,8,2.0,0.5,0.75
20,Abu Hider,1,11,1.0,1.0,0.55
1190,Simon Jones,1,2,1.0,1.0,3.0
1228,Sudeep Tyagi,1,2,,,3.0
1186,Siddarth Kaul,1,3,2.0,0.5,2.0
1222,Stuart Meaker,1,6,1.0,1.0,1.0
342,Dinesh Mongia,1,13,2.0,0.5,0.46
464,Harsh Thaker,1,9,1.0,1.0,0.67
167,Berend Westdijk,1,6,2.0,0.5,1.0
370,Elliot Miles,1,8,1.0,1.0,0.75
328,Dhananjaya Lakshan,1,1,,,6.0
1251,Takudzwanashe Kaitano,1,8,1.0,1.0,0.75
365,Ehsan Adil,1,2,1.0,1.0,3.0
1254,Tanaka Chivanga,0,5,,,0.0
107,Anton Devcich,0,4,1.0,0.0,0.0
959,Peter Forrest,0,2,,,0.0
1258,Tanveer Ahmed,0,1,,,0.0
70,Aman Ali,0,2,1.0,0.0,0.0
1155,Shane Harwood,0,4,1.0,0.0,0.0
1382,Zahid Mahmood,0,3,,,0.0
1259,Tanveer Sangha,0,3,1.0,0.0,0.0
354,Dushan Hemantha,0,1,1.0,0.0,0.0
361,Ebadot Hossain,0,3,1.0,0.0,0.0
909,Nelon Pascal,0,1,1.0,0.0,0.0
102,Anil Sah,0,6,1.0,0.0,0.0
345,Dolar Mahmud,0,4,1.0,0.0,0.0
98,Andy McKay,0,1,1.0,0.0,0.0
171,Bhanuka Rajapaksa,0,3,1.0,0.0,0.0
1278,Thinus Fourie,0,1,1.0,0.0,0.0
876,Najaf Shah,0,2,1.0,0.0,0.0
1287,Tim Pringle,0,1,1.0,0.0,0.0
841,Mohammad Talha,0,1,1.0,0.0,0.0
967,Phil Jaques,0,1,1.0,0.0,0.0
687,Kyle Christie,0,3,1.0,0.0,0.0
975,Prabath Jayasuriya,0,2,1.0,0.0,0.0
284,Daniel Birrell,0,1,1.0,0.0,0.0
1331,Usman Rafiq,0,3,1.0,0.0,0.0
515,Ishara Amerasinghe,0,4,,,0.0
521,Jacob Duffy,0,2,1.0,0.0,0.0
1090,Sagar Pun,0,1,1.0,0.0,0.0
35,Afzaal Haider,0,10,1.0,0.0,0.0
459,Harishankar Shah,0,1,1.0,0.0,0.0
50,Al-Amin Hossain,0,2,1.0,0.0,0.0
1080,Saad Nasim,0,4,1.0,0.0,0.0
1062,Ruchira Perera,0,3,2.0,0.0,0.0
439,Gregor Maiden,0,8,1.0,0.0,0.0
1047,Roger Whelan,0,7,1.0,0.0,0.0
245,Chris Tremain,0,9,1.0,0.0,0.0
1024,Regan West,0,3,1.0,0.0,0.0
404,Garnett Kruger,0,10,1.0,0.0,0.0
1354,Waqas Barkat,0,4,1.0,0.0,0.0
1211,Steven Davies,0,2,,,0.0
380,Fahad Alhashmi,0,6,2.0,0.0,0.0
240,Chris Martin,0,2,1.0,0.0,0.0
239,Chris Lynn,0,1,1.0,0.0,0.0
676,Kjorn Ottley,0,4,1.0,0.0,0.0
231,Charlton Tshuma,0,1,1.0,0.0,0.0
135,Asif Iqbal,0,1,1.0,0.0,0.0
