,bat,runs,balls,dismissals,avg,rpo
1345,Virat Kohli,3202,3238,46.0,69.61,5.93
735,MS Dhoni,2503,3174,63.0,39.73,4.73
1050,Rohit Sharma,1923,2068,48.0,40.06,5.58
1145,Shakib Al Hasan,1829,2182,48.0,38.1,5.03
681,Kumar Sangakkara,1727,1775,37.0,46.68,5.84
1055,Ross Taylor,1693,1902,43.0,39.37,5.34
0,AB de Villiers,1637,1610,32.0,51.16,6.1
871,Mushfiqur Rahim,1628,2032,49.0,33.22,4.81
197,Brendan Taylor,1566,1804,43.0,36.42,5.21
630,Kane Williamson,1446,1714,32.0,45.19,5.06
374,Eoin Morgan,1390,1449,40.0,34.75,5.76
1281,Tillakaratne Dilshan,1373,1501,37.0,37.11,5.49
372,Elton Chigumbura,1361,1619,57.0,23.88,5.04
1253,Tamim Iqbal,1358,1603,46.0,29.52,5.08
99,Angelo Mathews,1351,1596,39.0,34.64,5.08
1124,Sean Williams,1330,1495,36.0,36.94,5.34
740,Mahmudullah,1327,1738,45.0,29.49,4.58
1181,Shoaib Malik,1286,1519,37.0,34.76,5.08
236,Chris Gayle,1268,1228,33.0,38.42,6.2
147,Babar Azam,1263,1402,29.0,43.55,5.41
1303,Tom Latham,1216,1417,31.0,39.23,5.15
1178,Shivnarine Chanderpaul,1186,1407,24.0,49.42,5.06
585,Joe Root,1181,1336,30.0,39.37,5.3
1143,Shai Hope,1177,1432,27.0,43.59,4.93
1237,Suresh Raina,1162,1250,39.0,29.79,5.58
1175,Shikhar Dhawan,1155,1316,30.0,38.5,5.27
559,Jason Roy,1135,1005,21.0,54.05,6.78
1377,Yuvraj Singh,1072,1235,34.0,31.53,5.21
989,Quinton de Kock,1072,1015,25.0,42.88,6.34
812,Misbah-ul-Haq,1054,1278,28.0,37.64,4.95
1137,Shahid Afridi,1047,782,48.0,21.81,8.03
319,Denesh Ramdin,1029,1209,40.0,25.72,5.11
1016,Ravindra Jadeja,1023,1176,38.0,26.92,5.22
1187,Sikandar Raza,1020,1098,31.0,32.9,5.57
468,Hashim Amla,1009,1126,30.0,33.63,5.38
1214,Steven Smith,1008,1114,24.0,42.0,5.43
449,Hamilton Masakadza,993,1341,42.0,23.64,4.44
1005,Ramnaresh Sarwan,992,1176,24.0,41.33,5.06
605,Jos Buttler,974,909,31.0,31.42,6.43
382,Fakhar Zaman,961,930,12.0,80.08,6.2
952,Paul Stirling,918,949,24.0,38.25,5.8
1320,Umar Akmal,898,1066,33.0,27.21,5.05
766,Marlon Samuels,891,1105,34.0,26.21,4.84
305,David Miller,883,890,28.0,31.54,5.95
739,Mahela Jayawardene,882,987,39.0,22.62,5.36
824,Mohammad Hafeez,873,1024,35.0,24.94,5.12
340,Dinesh Chandimal,869,1117,33.0,26.33,4.67
379,Faf du Plessis,864,884,20.0,43.2,5.86
425,Glenn Maxwell,859,706,19.0,45.21,7.3
164,Ben Stokes,830,906,22.0,37.73,5.5
768,Martin Guptill,820,928,30.0,27.33,5.3
1279,Thisara Perera,820,702,31.0,26.45,7.01
603,Jonny Bairstow,816,750,12.0,68.0,6.53
653,Kevin Pietersen,816,833,22.0,37.09,5.88
948,Paul Collingwood,815,924,25.0,32.6,5.29
652,Kevin O'Brien,814,786,27.0,30.15,6.21
199,Brendon McCullum,806,841,28.0,28.79,5.75
556,Jason Holder,784,841,30.0,26.13,5.59
1011,Ravi Bopara,770,872,24.0,32.08,5.3
409,Gautam Gambhir,766,847,22.0,34.82,5.43
308,David Warner,756,790,20.0,37.8,5.74
294,Darren Bravo,735,930,22.0,33.41,4.74
1112,Sarfaraz Ahmed,721,806,25.0,28.84,5.37
567,Jean-Paul Duminy,720,894,35.0,20.57,4.83
821,Mohammad Ashraful,720,943,25.0,28.8,4.58
1326,Upul Tharanga,718,839,26.0,27.62,5.13
267,Craig Ervine,712,797,21.0,33.9,5.36
700,Lahiru Thirimanne,712,915,24.0,29.67,4.67
671,Kieron Pollard,707,807,35.0,20.2,5.26
500,Imam-ul-Haq,702,795,15.0,46.8,5.3
487,Ian Bell,701,884,29.0,24.17,4.76
997,Rahul Dravid,692,892,20.0,34.6,4.65
830,Mohammad Nabi,691,762,27.0,25.59,5.44
1266,Tatenda Taibu,679,896,20.0,33.95,4.55
759,Mark Boucher,675,791,24.0,28.12,5.12
1375,Younis Khan,674,816,26.0,25.92,4.96
357,Dwayne Bravo,671,874,34.0,19.74,4.61
293,Daren Sammy,667,688,29.0,23.0,5.82
836,Mohammad Rizwan,663,737,21.0,31.57,5.4
793,Michael Clarke,658,838,20.0,32.9,4.71
478,Herschelle Gibbs,655,698,16.0,40.94,5.63
4,Aaron Finch,644,758,21.0,30.67,5.1
1083,Sachin Tendulkar,640,677,20.0,32.0,5.67
995,Rahmat Shah,631,841,14.0,45.07,4.5
95,Andy Balbirnie,613,759,21.0,29.19,4.85
11,Abdul Razzaq,606,666,21.0,28.86,5.46
297,Daryl Mitchell,598,617,14.0,42.71,5.82
1167,Shaun Pollock,594,606,16.0,37.12,5.88
223,Chamu Chibhabha,588,893,25.0,23.52,3.95
90,Andrew Strauss,588,635,14.0,42.0,5.56
682,Kusal Mendis,582,663,22.0,26.45,5.27
458,Haris Sohail,581,698,13.0,44.69,4.99
1094,Salman Butt,578,692,15.0,38.53,5.01
683,Kusal Perera,577,633,19.0,30.37,5.47
525,Jacques Kallis,569,714,18.0,31.61,4.78
844,Mohammad Yousuf,568,678,21.0,27.05,5.03
57,Alex Carey,563,529,13.0,43.31,6.39
44,Ajinkya Rahane,557,700,17.0,32.76,4.77
432,Graeme Smith,553,568,18.0,30.72,5.84
818,Moeen Ali,550,517,21.0,26.19,6.38
463,Harry Tector,539,585,11.0,49.0,5.53
1121,Scott Styris,538,630,18.0,29.89,5.12
627,Kamran Akmal,534,612,24.0,22.25,5.24
770,Mashrafe Mortaza,528,614,38.0,13.89,5.16
1166,Shaun Marsh,525,583,13.0,40.38,5.4
756,Marcus Stoinis,524,524,15.0,34.93,6.0
1119,Scott Edwards,519,503,12.0,43.25,6.19
984,Prosper Utseya,518,903,30.0,17.27,3.44
1025,Regis Chakabva,501,724,23.0,21.78,4.15
794,Michael Hussey,500,638,17.0,29.41,4.7
602,Jonathan Trott,497,551,10.0,49.7,5.41
362,Ed Joyce,494,677,16.0,30.88,4.38
1364,William Porterfield,493,659,24.0,20.54,4.49
504,Imrul Kayes,489,626,16.0,30.56,4.69
1221,Stuart Matsikenyeri,486,572,18.0,27.0,5.1
435,Grant Elliott,485,537,17.0,28.53,5.42
359,Dwayne Smith,478,516,25.0,19.12,5.56
300,Dasun Shanaka,475,523,15.0,31.67,5.45
286,Daniel Vettori,475,494,21.0,22.62,5.77
746,Malcolm Waller,475,561,20.0,23.75,5.08
539,James Neesham,474,533,20.0,23.7,5.34
534,James Faulkner,474,409,7.0,67.71,6.95
642,Kedar Jadhav,472,470,10.0,47.2,6.03
913,Niall O'Brien,467,645,20.0,23.35,4.34
52,Alastair Cook,466,557,16.0,29.12,5.02
456,Hardik Pandya,458,412,13.0,35.23,6.67
885,Nasir Hossain,455,540,12.0,37.92,5.06
125,Ashish Bagai,450,560,11.0,40.91,4.82
1081,Sabbir Rahman,449,487,14.0,32.07,5.53
59,Alex Hales,446,463,14.0,31.86,5.78
914,Nicholas Pooran,443,470,13.0,34.08,5.66
407,Gary Wilson,443,603,22.0,20.14,4.41
416,George Dockrell,442,589,20.0,22.1,4.5
137,Assad Vala,441,531,14.0,31.5,4.98
932,Nuwan Kulasekara,440,439,27.0,16.3,6.01
143,Azhar Ali,435,519,15.0,29.0,5.03
469,Hashmatullah Shahidi,435,584,13.0,33.46,4.47
1157,Shane Watson,432,438,12.0,36.0,5.92
247,Chris Woakes,431,506,21.0,20.52,5.11
208,Calum MacLeod,430,457,16.0,26.88,5.65
474,Heinrich Klaasen,430,410,14.0,30.71,6.29
1176,Shimron Hetmyer,428,449,12.0,35.67,5.72
919,Niroshan Dickwella,425,397,13.0,32.69,6.42
1183,Shreyas Iyer,418,400,11.0,38.0,6.27
414,George Bailey,415,532,13.0,31.92,4.68
814,Mitchell Marsh,413,447,12.0,34.42,5.54
941,Owais Shah,413,494,11.0,37.55,5.02
1009,Rassie van der Dussen,413,507,14.0,29.5,4.89
289,Danushka Gunathilaka,411,469,10.0,41.1,5.26
1350,Vusi Sibanda,400,530,18.0,22.22,4.53
617,Justin Kemp,399,479,17.0,23.47,5.0
1269,Teja Nidamanuru,396,348,11.0,36.0,6.83
1034,Ricky Ponting,395,432,8.0,49.38,5.49
785,Max O'Dowd,391,518,13.0,30.08,4.53
1270,Temba Bavuma,390,415,8.0,48.75,5.64
38,Ahmed Shehzad,387,538,16.0,24.19,4.32
120,Asghar Afghan,380,536,17.0,22.35,4.25
377,Evin Lewis,380,464,14.0,27.14,4.91
718,Litton Das,379,420,15.0,25.27,5.41
387,Fawad Alam,378,494,10.0,37.8,4.59
269,Craig McMillan,377,403,11.0,34.27,5.61
188,Brad Haddin,371,380,13.0,28.54,5.86
1351,Wahab Riaz,370,444,24.0,15.42,5.0
88,Andrew Flintoff,370,416,13.0,28.46,5.34
1300,Tom Cooper,370,470,11.0,33.64,4.72
709,Lendl Simmons,369,466,18.0,20.5,4.75
323,Devon Conway,367,403,11.0,33.36,5.46
960,Peter Fulton,365,412,9.0,40.56,5.32
5,Aaron Jones,360,529,9.0,40.0,4.08
40,Aiden Markram,358,387,16.0,22.38,5.55
228,Charles Amini,356,416,13.0,27.38,5.13
878,Najibullah Zadran,354,465,18.0,19.67,4.57
1201,Soumya Sarkar,353,381,17.0,20.76,5.56
862,Muhammad Usman,351,415,9.0,39.0,5.07
226,Charith Asalanka,345,368,7.0,49.29,5.62
262,Corey Anderson,344,299,12.0,28.67,6.9
86,Andre Russell,342,258,15.0,22.8,7.95
875,Naeem Islam,341,542,12.0,28.42,3.77
816,Mitchell Santner,340,424,20.0,17.0,4.81
783,Matthew Wade,337,416,13.0,25.92,4.86
427,Glenn Phillips,337,358,10.0,33.7,5.65
499,Imad Wasim,335,352,10.0,33.5,5.71
694,Kyle Mills,335,344,19.0,17.63,5.84
1002,Rameez Shahzad,332,356,3.0,110.67,5.6
260,Collins Obuya,332,429,9.0,36.89,4.64
3,Aarif Sheikh,332,442,9.0,36.89,4.51
1064,Runako Morton,330,484,10.0,33.0,4.09
400,Gajanand Singh,330,334,7.0,47.14,5.93
509,Irfan Pathan,328,382,16.0,20.5,5.15
475,Henry Nicholls,322,380,12.0,26.83,5.08
523,Jacob Oram,321,353,15.0,21.4,5.46
1277,Thilina Kandamby,318,480,10.0,31.8,3.98
1199,Solomon Mire,312,361,11.0,28.36,5.19
212,Cameron White,310,368,7.0,44.29,5.05
1144,Shaiman Anwar,307,395,12.0,25.58,4.66
1395,Zunaed Siddique,306,381,11.0,27.82,4.82
928,Norman Vanua,305,426,19.0,16.05,4.3
725,Lorcan Tucker,305,361,12.0,25.42,5.07
791,Michael Bracewell,303,195,3.0,101.0,9.32
153,Bas de Leede,301,397,12.0,25.08,4.55
1032,Richie Berrington,297,332,15.0,19.8,5.37
14,Abdur Razzak,296,399,21.0,14.1,4.45
329,Dhananjaya de Silva,295,347,13.0,22.69,5.1
119,Asela Gunaratne,293,328,10.0,29.3,5.36
1280,Thomas Odoyo,292,402,11.0,26.55,4.36
1210,Steve Tikolo,290,381,14.0,20.71,4.57
688,Kyle Coetzer,289,361,10.0,28.9,4.8
587,Johan Botha,287,333,15.0,19.13,5.17
895,Nathan McCullum,287,289,17.0,16.88,5.96
142,Ayaan Khan,285,276,7.0,40.71,6.2
601,Jonathan Carter,284,382,13.0,21.85,4.46
1007,Raqibul Hasan,282,437,11.0,25.64,3.87
1342,Vikramjit Singh,282,348,9.0,31.33,4.86
203,Brian Lara,277,326,12.0,23.08,5.1
796,Michael Leask,276,207,9.0,30.67,8.0
507,Inzamam-ul-Haq,275,353,10.0,27.5,4.67
1312,Travis Head,275,289,11.0,25.0,5.71
1104,Sandeep Goud,274,292,7.0,39.14,5.63
714,Liam Plunkett,273,258,11.0,24.82,6.35
536,James Hopes,272,294,6.0,45.33,5.55
304,David Hussey,271,322,9.0,30.11,5.05
1195,Sohaib Maqsood,271,303,9.0,30.11,5.37
767,Marnus Labuschagne,267,368,10.0,26.7,4.35
1014,Ravichandran Ashwin,265,350,23.0,11.52,4.54
775,Matt Prior,265,361,13.0,20.38,4.4
447,Habibul Bashar,265,442,10.0,26.5,3.6
33,Aftab Ahmed,264,354,13.0,20.31,4.47
881,Narsingh Deonarine,263,354,11.0,23.91,4.46
1346,Virender Sehwag,263,254,13.0,20.23,6.21
1231,Sunil Ambris,262,253,7.0,37.43,6.21
27,Adil Rashid,261,276,17.0,15.35,5.67
558,Jason Mohammed,259,347,10.0,25.9,4.48
1131,Shadab Khan,257,316,12.0,21.42,4.88
455,Harbhajan Singh,257,322,17.0,15.12,4.79
1101,Samiullah Shinwari,255,372,13.0,19.62,4.11
1102,Sanath Jayasuriya,253,213,10.0,25.3,7.13
259,Colin de Grandhomme,252,214,11.0,22.91,7.07
1164,Sharjeel Khan,252,192,6.0,42.0,7.88
341,Dinesh Karthik,250,290,7.0,35.71,5.17
1008,Rashid Khan,249,268,16.0,15.56,5.57
97,Andy McBrine,249,329,20.0,12.45,4.54
81,Andile Phehlukwayo,248,315,12.0,20.67,4.72
257,Colin Munro,248,272,9.0,27.56,5.47
729,Luke Ronchi,248,272,11.0,22.55,5.47
788,Mehidy Hasan Miraz,243,318,17.0,14.29,4.58
1128,Sese Bau,242,368,11.0,22.0,3.95
581,Jimmy Kamande,242,324,10.0,24.2,4.48
1376,Yusuf Pathan,241,223,7.0,34.43,6.48
1048,Rohan Mustafa,240,330,12.0,20.0,4.36
991,Rachin Ravindra,237,206,6.0,39.5,6.9
141,Axar Patel,235,209,6.0,39.17,6.75
1361,Wessly Madhevere,235,300,9.0,26.11,4.7
1310,Towhid Hridoy,234,269,5.0,46.8,5.22
619,KL Rahul,232,276,10.0,23.2,5.04
69,Alzarri Joseph,232,278,12.0,19.33,5.01
1049,Rohit Paudel,232,284,6.0,38.67,4.9
552,Janneman Malan,232,286,5.0,46.4,4.87
128,Ashley Nurse,232,251,13.0,17.85,5.55
214,Carlos Brathwaite,231,239,15.0,15.4,5.8
155,Basil Hameed,230,261,8.0,28.75,5.29
431,Graeme Cremer,230,392,16.0,14.38,3.52
1283,Tim Bresnan,229,275,18.0,12.72,5.0
569,Jeevan Mendis,229,273,10.0,22.9,5.03
639,Kashyap Prajapati,228,270,6.0,38.0,5.07
857,Mosaddek Hossain,227,268,7.0,32.43,5.08
726,Lou Vincent,225,222,5.0,45.0,6.08
542,James Taylor,222,250,6.0,37.0,5.33
71,Ambati Rayudu,222,314,8.0,27.75,4.24
1349,Vriitya Aravind,221,290,8.0,27.62,4.57
946,Pathum Nissanka,220,314,7.0,31.43,4.2
517,JJ Smit,216,197,5.0,43.2,6.58
145,Azmatullah Omarzai,215,199,4.0,53.75,6.48
1180,Shoaib Khan,214,240,4.0,53.5,5.35
452,Hamish Marshall,212,253,7.0,30.29,5.03
173,Bhuvneshwar Kumar,210,266,15.0,14.0,4.74
1033,Richmond Mutumbami,209,269,10.0,20.9,4.66
1360,Wesley Barresi,208,281,10.0,20.8,4.44
851,Monank Patel,208,249,8.0,26.0,5.01
60,Alex Obanda,208,255,10.0,20.8,4.89
255,Colin Ackermann,206,237,8.0,25.75,5.22
831,Mohammad Nadeem,206,267,5.0,41.2,4.63
1353,Wanindu Hasaranga,204,188,11.0,18.55,6.51
275,Curtis Campher,202,224,9.0,22.44,5.41
433,Graeme Swann,202,194,14.0,14.43,6.25
666,Khurram Khan,201,256,6.0,33.5,4.71
420,Geraint Jones,200,255,10.0,20.0,4.71
1218,Stuart Broad,200,214,17.0,11.76,5.61
1096,Sam Billings,200,201,5.0,40.0,5.97
1043,Robin Uthappa,200,194,7.0,28.57,6.19
856,Morris Ouma,200,398,13.0,15.38,3.02
417,George Munsey,197,217,7.0,28.14,5.45
964,Peter Moor,196,291,8.0,24.5,4.04
1241,Swapnil Patil,196,275,3.0,65.33,4.28
804,Michael Yardy,195,256,6.0,32.5,4.57
820,Mohammad Amir,194,196,11.0,17.64,5.94
348,Donald Tiripano,193,239,9.0,21.44,4.85
1202,Sourav Ganguly,193,275,5.0,38.6,4.21
201,Brett Lee,193,191,7.0,27.57,6.06
495,Iftikhar Ahmed,193,210,6.0,32.17,5.51
599,Johnson Charles,192,215,10.0,19.2,5.36
312,Dawlat Zadran,192,184,8.0,24.0,6.26
1073,Ryan McLaren,190,275,7.0,27.14,4.15
506,Innocent Kaia,190,263,4.0,47.5,4.33
1233,Sunil Narine,189,221,14.0,13.5,5.13
982,Preston Mommsen,189,266,9.0,21.0,4.26
37,Ahmed Raza,188,353,15.0,12.53,3.2
13,Abdullah Shafique,188,189,5.0,37.6,5.97
706,Lasith Malinga,187,248,34.0,5.5,4.52
494,Ibrahim Zadran,187,234,4.0,46.75,4.79
1057,Rovman Powell,187,197,12.0,15.58,5.7
673,Kiplin Doriga,185,229,6.0,30.83,4.85
218,Chamara Kapugedera,185,252,13.0,14.23,4.4
1288,Tim Southee,184,234,24.0,7.67,4.72
1232,Sunil Dhaniram,184,190,7.0,26.29,5.81
442,Gulbadin Naib,182,176,10.0,18.2,6.2
229,Charles Coventry,182,190,8.0,22.75,5.75
1070,Ryan Burl,181,219,9.0,20.11,4.96
1065,Russel Arnold,181,202,4.0,45.25,5.38
1140,Shahriar Nafees,181,328,11.0,16.45,3.31
899,Naved-ul-Hasan,181,224,13.0,13.92,4.85
1084,Sachith Pathirana,180,211,7.0,25.71,5.12
1323,Umar Gul,180,227,23.0,7.83,4.76
945,Pat Cummins,180,253,15.0,12.0,4.27
375,Eric Szwarczynski,178,205,4.0,44.5,5.21
580,Jimmy Hansra,178,333,7.0,25.43,3.21
547,Jamie How,177,186,4.0,44.25,5.71
813,Mitchell Johnson,177,203,14.0,12.64,5.23
776,Matthew Cross,177,243,8.0,22.12,4.37
1358,Wayne Parnell,176,257,7.0,25.14,4.11
54,Albie Morkel,175,176,9.0,19.44,5.97
544,James Vince,174,185,2.0,87.0,5.64
670,Kieran Powell,174,246,12.0,14.5,4.24
578,Jesse Ryder,172,146,4.0,43.0,7.07
343,Dipendra Singh Airee,171,230,6.0,28.5,4.46
36,Agha Salman,170,171,5.0,34.0,5.96
722,Logan van Beek,170,166,9.0,18.89,6.14
76,Amjad Ali,169,231,6.0,28.17,4.39
303,David Hemp,169,221,3.0,56.33,4.59
1208,Stephen Fleming,167,229,9.0,18.56,4.38
1177,Shingi Masakadza,167,171,8.0,20.88,5.86
962,Peter Handscomb,167,158,3.0,55.67,6.34
339,Dimuth Karunaratne,165,193,6.0,27.5,5.13
1100,Samit Patel,164,186,6.0,27.33,5.29
577,Jerome Taylor,164,172,17.0,9.65,5.72
622,Kagiso Rabada,163,212,11.0,14.82,4.61
764,Mark Watt,163,163,5.0,32.6,6.0
216,Chad Soper,162,248,16.0,10.12,3.92
750,Manish Pandey,162,150,2.0,81.0,6.48
854,Morne Morkel,162,226,13.0,12.46,4.3
233,Chirag Suri,161,207,4.0,40.25,4.67
58,Alex Cusack,158,226,9.0,17.56,4.19
234,Chris Cairns,157,155,6.0,26.17,6.08
546,Jamie Dalrymple,156,211,8.0,19.5,4.44
1363,Will Young,156,194,7.0,22.29,4.82
901,Nawroz Mangal,156,197,4.0,39.0,4.75
23,Adam Voges,155,197,4.0,38.75,4.72
956,Peter Borren,154,186,11.0,14.0,4.97
1056,Roston Chase,154,208,8.0,19.25,4.44
1200,Sompal Kami,154,206,8.0,19.25,4.49
1357,Wavell Hinds,154,234,10.0,15.4,3.95
1036,Riley Hekure,151,170,9.0,16.78,5.33
904,Nehemiah Odhiambo,151,227,12.0,12.58,3.99
1329,Usman Khawaja,151,155,3.0,50.33,5.85
1188,Simi Singh,151,171,7.0,21.57,5.3
1039,Rizwan Cheema,150,129,6.0,25.0,6.98
678,Kraigg Brathwaite,150,250,7.0,21.43,3.6
386,Farveez Maharoof,149,220,13.0,11.46,4.06
828,Mohammad Kaif,148,204,5.0,29.6,4.35
490,Ian Bradshaw,148,248,11.0,13.45,3.58
882,Naseem Khushi,147,126,7.0,21.0,7.0
104,Anshy Rath,147,169,4.0,36.75,5.22
920,Nisarg Patel,147,164,7.0,21.0,5.38
1197,Sohail Tanvir,146,176,11.0,13.27,4.98
241,Chris Morris,146,136,8.0,18.25,6.44
649,Keshav Maharaj,146,149,9.0,16.22,5.88
1078,Ryan ten Doeschate,146,172,4.0,36.5,5.09
1088,Safyaan Sharif,145,202,7.0,20.71,4.31
378,Fabian Allen,143,108,7.0,20.43,7.94
78,Anamul Haque,143,177,7.0,20.43,4.85
133,Ashwell Prince,143,226,11.0,13.0,3.8
918,Nikita Miller,143,176,8.0,17.88,4.88
384,Farhaan Behardien,143,226,10.0,14.3,3.8
91,Andrew Symonds,142,162,2.0,71.0,5.26
184,Boeta Dippenaar,142,196,8.0,17.75,4.35
1125,Seekkuge Prasanna,142,156,12.0,11.83,5.46
498,Ikram Alikhil,141,162,4.0,35.25,5.22
206,CP Rizwan,141,211,2.0,70.5,4.01
1097,Sam Curran,141,147,5.0,28.2,5.76
535,James Franklin,140,208,14.0,10.0,4.04
1389,Zeeshan Maqsood,139,203,8.0,17.38,4.11
1108,Sanju Samson,139,113,1.0,139.0,7.38
279,Dale Steyn,138,175,14.0,9.86,4.73
548,Jan Frylinck,137,143,4.0,34.25,5.75
658,Khaled Mashud,137,227,4.0,34.25,3.62
48,Akila Dananjaya,137,201,7.0,19.57,4.09
222,Chaminda Vaas,137,212,7.0,19.57,3.88
1023,Reeza Hendricks,137,156,3.0,45.67,5.27
951,Paul Nixon,137,148,2.0,68.5,5.55
466,Hasan Ali,136,130,11.0,12.36,6.28
1257,Tanmay Mishra,135,180,6.0,22.5,4.5
134,Asif Ali,134,138,6.0,22.33,5.83
879,Najmul Hossain Shanto,133,114,6.0,22.17,7.0
1171,Shehan Jayasuriya,133,174,3.0,44.33,4.59
1127,Seren Waters,133,226,6.0,22.17,3.53
130,Ashton Agar,131,141,7.0,18.71,5.57
189,Brad Hodge,130,129,2.0,65.0,6.05
207,Callum Ferguson,130,137,4.0,32.5,5.69
1184,Shubman Gill,130,155,3.0,43.33,5.03
663,Khawar Ali,129,184,5.0,25.8,4.21
151,Barry McCarthy,129,193,12.0,10.75,4.01
728,Luke Jongwe,129,160,11.0,11.73,4.84
837,Mohammad Saifuddin,129,170,4.0,32.25,4.55
795,Michael Jones,128,174,3.0,42.67,4.41
840,Mohammad Shahzad,128,158,6.0,21.33,4.86
845,Mohammed Shami,128,143,14.0,9.14,5.37
870,Musa Ahmad,128,157,5.0,25.6,4.89
684,Kushal Bhurtel,127,113,5.0,25.4,6.74
930,Nosthush Kenjige,127,162,3.0,42.33,4.7
405,Gary Ballance,127,177,4.0,31.75,4.31
532,James Anderson,126,205,16.0,7.88,3.69
443,Gulsan Jha,126,176,3.0,42.0,4.3
1162,Shardul Thakur,126,133,5.0,25.2,5.68
972,Pieter Seelaar,126,144,8.0,15.75,5.25
1069,Ruvindu Gunasekera,126,194,7.0,18.0,3.9
887,Nasir Jamshed,126,156,7.0,18.0,4.85
1051,Romario Shepherd,125,96,3.0,41.67,7.81
1113,Saud Shakeel,125,159,5.0,25.0,4.72
592,John Davison,124,111,5.0,24.8,6.7
1373,Yasir Shah,124,143,4.0,31.0,5.2
1087,Saeed Ajmal,124,216,20.0,6.2,3.44
803,Michael Vaughan,123,157,3.0,41.0,4.7
1273,Terry Duffin,123,172,4.0,30.75,4.29
64,Ali Naseer,123,121,4.0,30.75,6.1
1308,Tony Ura,123,163,7.0,17.57,4.53
731,Luke Wright,123,150,8.0,15.38,4.92
742,Majid Haq,122,208,9.0,13.56,3.52
1242,Sybrand Engelbrecht,118,184,4.0,29.5,3.85
108,Anwar Ali,117,135,7.0,16.71,5.2
529,Jahurul Islam,117,142,3.0,39.0,4.94
760,Mark Chapman,116,113,3.0,38.67,6.16
758,Mark Adair,116,103,10.0,11.6,6.76
268,Craig Kieswetter,116,138,8.0,14.5,5.04
1229,Sulieman Benn,116,143,13.0,8.92,4.87
392,Finn Allen,115,131,7.0,16.43,5.27
606,Josh Davey,113,140,5.0,22.6,4.84
496,Iftikhar Anjum,112,190,8.0,14.0,3.54
889,Nathan Astle,112,168,5.0,22.4,4.0
696,Kyle Verreynne,111,120,5.0,22.2,5.55
264,Courtney Browne,111,122,4.0,27.75,5.46
481,Hiral Patel,111,113,5.0,22.2,5.89
194,Brandon King,111,140,3.0,37.0,4.76
1212,Steven Finn,111,150,8.0,13.88,4.44
1001,Rakep Patel,110,151,8.0,13.75,4.37
1379,Zaheer Khan,110,197,14.0,7.86,3.35
1085,Sachithra Senanayake,110,117,8.0,13.75,5.64
859,Mudassar Bukhari,109,134,5.0,21.8,4.88
1042,Robin Peterson,109,125,5.0,21.8,5.23
563,Javed Omar,108,212,6.0,18.0,3.06
10,Abdool Samad,108,164,5.0,21.6,3.95
981,Praveen Kumar,108,135,9.0,12.0,4.8
292,Daren Powell,108,135,10.0,10.8,4.8
1236,Suranga Lakmal,108,181,10.0,10.8,3.58
757,Marcus Trescothick,107,132,6.0,17.83,4.86
83,Andre Botha,107,180,6.0,17.83,3.57
311,Dawid Malan,107,126,5.0,21.4,5.1
1271,Tendai Chatara,107,227,9.0,11.89,2.83
47,Akeal Hosein,106,120,3.0,35.33,5.3
595,John Mooney,106,127,8.0,13.25,5.01
1136,Shaheen Shah Afridi,105,148,7.0,15.0,4.26
109,Aqib Ilyas,105,131,6.0,17.5,4.81
808,Milinda Siriwardana,105,98,6.0,17.5,6.43
1293,Tinashe Panyangara,104,202,19.0,5.47,3.09
1045,Roelof van der Merwe,104,113,10.0,10.4,5.52
865,Mujeeb Ur Rahman,103,94,11.0,9.36,6.57
644,Keemo Paul,103,119,3.0,34.33,5.19
277,Daan van Bunge,102,119,5.0,20.4,5.14
77,Amjad Javed,102,91,6.0,17.0,6.73
482,Hiren Varaiya,102,201,7.0,14.57,3.04
1314,Trent Johnston,101,148,8.0,12.62,4.09
922,Nizakat Khan,101,118,3.0,33.67,5.14
1018,Ray Price,101,164,9.0,11.22,3.7
338,Dimitri Mascarenhas,100,119,5.0,20.0,5.04
755,Marco Jansen,100,132,6.0,16.67,4.55
93,Andrew White,100,126,6.0,16.67,4.76
344,Dogodo Bau,100,151,6.0,16.67,3.97
1268,Tawanda Mupariwa,99,163,9.0,11.0,3.64
219,Chamara Silva,99,129,3.0,33.0,4.6
1223,Stuart Poynter,98,139,6.0,16.33,4.23
1322,Umar Bhatti,98,158,4.0,24.5,3.72
717,Lionel Cann,98,79,5.0,19.6,7.44
669,Khushdil Shah,98,101,2.0,49.0,5.82
454,Hamza Tariq,98,121,3.0,32.67,4.86
65,Alick Athanaze,98,115,2.0,49.0,5.11
863,Muhammad Waseem,98,111,5.0,19.6,5.3
315,Deepak Chahar,98,91,1.0,98.0,6.46
67,Alok Kapali,97,152,9.0,10.78,3.83
691,Kyle Jarvis,97,128,8.0,12.12,4.55
693,Kyle McCallan,97,136,6.0,16.17,4.28
503,Imran Tahir,97,121,8.0,12.12,4.81
258,Colin Smith,97,126,4.0,24.25,4.62
220,Chamika Karunaratne,96,112,5.0,19.2,5.14
817,Mitchell Starc,96,134,12.0,8.0,4.3
774,Matt Machan,96,134,4.0,24.0,4.3
1265,Taskin Ahmed,96,185,12.0,8.0,3.11
18,Abid Ali,96,100,3.0,32.0,5.76
741,Mahuru Dai,95,142,6.0,15.83,4.01
271,Craig Williams,95,115,3.0,31.67,4.96
834,Mohammad Nawaz,95,110,7.0,13.57,5.18
765,Mark Wood,95,93,5.0,19.0,6.13
